Year,Value,UNIT_MEASURE
2007,1340,Број
2008,1377,Број
2009,1414,Број
2010,1467,Број
2011,1521,Број
2012,1577,Број
2013,1624,Број
2014,1658,Број
2015,1734,Број
2016,1801,Број
2017,1721,Број
2018,1847,Број
2019,1852,Број
2020,1859,Број
2021,1827,Број
