Year,Value,UNIT_MEASURE
2005,47.3,Број
2006,44.7,Број
2007,53.7,Број
2008,57.9,Број
2009,54.7,Број
2010,55.9,Број
2011,59.0,Број
2012,34.4,Број
2013,37.2,Број
2014,32.8,Број
2015,33.5,Број
2016,75.8,Број
2017,54.4,Број
2018,47.2,Број
2019,46.6,Број
