Year,Value,UNIT_MEASURE
2007,125,Број
2008,160,Број
2009,196,Број
2010,215,Број
2011,230,Број
2012,245,Број
2013,260,Број
2014,258,Број
2015,278,Број
2016,310,Број
2017,316,Број
2018,323,Број
2019,307,Број
2020,335,Број
2021,343,Број
