Year,Value,UNIT_MEASURE
2005,351,Број
2006,331,Број
2007,397,Број
2008,427,Број
2009,403,Број
2010,411,Број
2011,433,Број
2012,457,Број
2013,485,Број
2014,439,Број
2015,458,Број
2016,449,Број
2017,543,Број
2018,540,Број
2019,543,Број
2020,416,Број
