Year,Value,UNIT_MEASURE
1997,5,Број
1998,19,Број
1999,6,Број
2000,0,Број
2001,5,Број
2002,4,Број
2003,4,Број
2004,1,Број
2005,0,Број
2006,5,Број
2007,1,Број
2008,0,Број
2009,4,Број
2010,4,Број
2011,5,Број
2012,8,Број
2013,8,Број
2014,2,Број
2015,2,Број
2016,7,Број
2017,5,Број
2018,5,Број
2019,5,Број
2020,3,Број
2021,16,Број
2022,20,Број
2023,12,Број
2024,10,Број
