Year,Value,UNIT_MEASURE
2005,3,Број
2008,0,Број
2009,0,Број
2010,3,Број
2011,2,Број
2012,1,Број
2013,3,Број
2014,2,Број
2015,2,Број
2016,3,Број
2017,2,Број
2018,5,Број
2019,6,Број
2020,3,Број
2021,4,Број
2022,4,Број
