Year,Value,UNIT_MEASURE
2009,2062,Број
2010,2080,Број
2011,2087,Број
2012,2264,Број
2013,2394,Број
2014,2221,Број
2015,2468,Број
2016,2572,Број
2017,2688,Број
2018,2646,Број
2019,2771,Број
2020,2606,Број
2021,2607,Број
2022,2609,Број
