Year,Value,UNIT_MEASURE
1999,1754,Број
2000,1716,Број
2001,1731,Број
2002,1786,Број
2003,1802,Број
2004,1838,Број
2005,1857,Број
2006,1917,Број
2007,1988,Број
2008,2048,Број
2009,2101,Број
2010,2185,Број
2011,2286,Број
2012,2355,Број
2013,2443,Број
2014,2471,Број
2015,2491,Број
2016,2530,Број
2017,2520,Број
2018,2588,Број
2019,2610,Број
2020,2687,Број
2021,2694,Број
2022,2836,Број
2023,2868,Број
2024,2910,Број
