Year,Value,UNIT_MEASURE
2005,3,Број
2007,3,Број
2008,4,Број
2009,5,Број
2010,4,Број
2011,2,Број
2012,4,Број
2013,3,Број
2014,1,Број
2015,0,Број
2016,3,Број
2017,1,Број
2018,8,Број
2019,3,Број
2020,0,Број
2021,1,Број
2022,1,Број
2023,0,Број
