Year,Value,UNIT_MEASURE
2007,9,Број
2008,11,Број
2009,14,Број
2010,15,Број
2011,16,Број
2012,17,Број
2013,18,Број
2014,18,Број
2015,20,Број
2016,27,Број
2017,28,Број
2018,28,Број
2019,27,Број
2020,29,Број
2021,30,Број
2022,28,Број
