Year,Value,UNIT_MEASURE
2007,93,Број
2008,96,Број
2009,98,Број
2010,102,Број
2011,106,Број
2012,110,Број
2013,114,Број
2014,117,Број
2015,122,Број
2016,156,Број
2017,149,Број
2018,161,Број
2019,162,Број
2020,164,Број
2021,162,Број
2022,165,Број
2023,164,Број
2024,166,Број
