Year,Value,UNIT_MEASURE
2009,194,Број
2010,205,Број
2011,218,Број
2012,227,Број
2013,252,Број
2014,238,Број
2015,264,Број
2016,272,Број
2017,288,Број
2018,277,Број
2019,299,Број
2020,284,Број
2021,281,Број
