Year,Value,UNIT_MEASURE
2005,9,Број
2007,5,Број
2008,4,Број
2009,5,Број
2010,15,Број
2011,25,Број
2012,12,Број
2013,9,Број
2014,15,Број
2015,8,Број
2016,7,Број
2017,11,Број
2018,12,Број
2019,9,Број
2020,1,Број
2021,0,Број
2022,11,Број
