Year,Value,UNIT_MEASURE
2005,19.1,Број
2006,18.8,Број
2007,24.9,Број
2008,26.4,Број
2009,26.1,Број
2010,37.1,Број
2011,24.0,Број
2012,24.8,Број
2013,16.8,Број
2014,18.6,Број
2015,22.9,Број
2016,32.4,Број
2017,22.7,Број
2018,23.3,Број
2019,23.9,Број
2020,17.7,Број
