Year,UNIT_MEASURE,Municipality,Sex,Age,Value
2013,Number,Ljubinje,M,15-19,99
2013,Number,Ljubinje,F,15-19,100
2013,Number,Milici,Both sexes,15-19,725
2013,Number,Milici,M,15-19,375
2013,Number,Milici,F,15-19,350
2013,Number,Modrica,Both sexes,15-19,1509
2013,Number,Modrica,M,15-19,764
2013,Number,Modrica,F,15-19,745
2013,Number,Mrkonjic Grad,Both sexes,15-19,945
2013,Number,Mrkonjic Grad,M,15-19,534
2013,Number,Mrkonjic Grad,F,15-19,411
2013,Number,Nevesinje,Both sexes,15-19,769
2013,Number,Nevesinje,M,15-19,385
2013,Number,Nevesinje,F,15-19,384
2013,Number,Novi Grad,Both sexes,15-19,1527
2013,Number,Novi Grad,M,15-19,792
2013,Number,Novi Grad,F,15-19,735
2013,Number,Novo Gorazde,Both sexes,15-19,130
2013,Number,Novo Gorazde,M,15-19,63
2013,Number,Novo Gorazde,F,15-19,67
2013,Number,Osmaci,Both sexes,15-19,384
2013,Number,Osmaci,M,15-19,198
2013,Number,Osmaci,F,15-19,186
2013,Number,Ostra Luka,Both sexes,15-19,209
2013,Number,Ostra Luka,M,15-19,109
2013,Number,Ostra Luka,F,15-19,100
2013,Number,Pale,Both sexes,15-19,1281
2013,Number,Pale,M,15-19,632
2013,Number,Pale,F,15-19,649
2013,Number,Pelagicevo,Both sexes,15-19,224
2013,Number,Pelagicevo,M,15-19,119
2013,Number,Pelagicevo,F,15-19,105
2013,Number,Petrovac,Both sexes,15-19,13
2013,Number,Petrovac,M,15-19,7
2013,Number,Petrovac,F,15-19,6
2013,Number,Petrovo,Both sexes,15-19,338
2013,Number,Petrovo,M,15-19,184
2013,Number,Petrovo,F,15-19,154
2013,Number,City of Prijedor,Both sexes,15-19,4980
2013,Number,City of Prijedor,M,15-19,2532
2013,Number,City of Prijedor,F,15-19,2448
2013,Number,Prnjavor,Both sexes,15-19,2250
2013,Number,Prnjavor,M,15-19,1221
2013,Number,Prnjavor,F,15-19,1029
2013,Number,Ribnik,Both sexes,15-19,335
2013,Number,Ribnik,M,15-19,160
2013,Number,Ribnik,F,15-19,175
2013,Number,Rogatica,Both sexes,15-19,586
2013,Number,Rogatica,M,15-19,318
2013,Number,Rogatica,F,15-19,268
2013,Number,Rudo,Both sexes,15-19,372
2013,Number,Rudo,M,15-19,193
2013,Number,Rudo,F,15-19,179
2013,Number,Sokolac,Both sexes,15-19,648
2013,Number,Sokolac,M,15-19,329
2013,Number,Sokolac,F,15-19,319
2013,Number,Srbac,Both sexes,15-19,998
2013,Number,Srbac,M,15-19,512
2013,Number,Srbac,F,15-19,486
2013,Number,Srebrenica,Both sexes,15-19,737
2013,Number,Srebrenica,M,15-19,396
2013,Number,Srebrenica,F,15-19,341
2013,Number,Teslic,Both sexes,15-19,2479
2013,Number,Teslic,M,15-19,1269
2013,Number,Teslic,F,15-19,1210
2013,Number,City of Trebinje,Both sexes,15-19,1593
2013,Number,City of Trebinje,M,15-19,834
2013,Number,City of Trebinje,F,15-19,759
2013,Number,Trnovo,Both sexes,15-19,97
2013,Number,Trnovo,M,15-19,40
2013,Number,Trnovo,F,15-19,57
2013,Number,Ugljevik,Both sexes,15-19,903
2013,Number,Ugljevik,M,15-19,469
2013,Number,Ugljevik,F,15-19,434
2013,Number,Foca,Both sexes,15-19,1066
2013,Number,Foca,M,15-19,570
2013,Number,Foca,F,15-19,496
2013,Number,Han Pijesak,Both sexes,15-19,209
2013,Number,Han Pijesak,M,15-19,85
2013,Number,Han Pijesak,F,15-19,124
2013,Number,Cajnice,Both sexes,15-19,291
2013,Number,Cajnice,M,15-19,164
2013,Number,Cajnice,F,15-19,127
2013,Number,Celinac,Both sexes,15-19,1097
2013,Number,Celinac,M,15-19,562
2013,Number,Celinac,F,15-19,535
2013,Number,Samac,Both sexes,15-19,1002
2013,Number,Samac,M,15-19,497
2013,Number,Samac,F,15-19,505
2013,Number,Sekovici,Both sexes,15-19,369
2013,Number,Sekovici,M,15-19,181
2013,Number,Sekovici,F,15-19,188
2013,Number,Sipovo,Both sexes,15-19,573
2013,Number,Sipovo,M,15-19,314
2013,Number,Sipovo,F,15-19,259
2013,Number,City of Banja Luka,Both sexes,20-24,10117
2013,Number,City of Banja Luka,M,20-24,4996
2013,Number,City of Banja Luka,F,20-24,5121
2013,Number,Berkovici,Both sexes,20-24,79
2013,Number,Berkovici,M,20-24,39
2013,Number,Berkovici,F,20-24,40
2013,Number,City of Bijeljina,Both sexes,20-24,5809
2013,Number,City of Bijeljina,M,20-24,2975
2013,Number,City of Bijeljina,F,20-24,2834
2013,Number,Bileca,Both sexes,20-24,603
2013,Number,Bileca,M,20-24,313
2013,Number,Bileca,F,20-24,290
2013,Number,Bratunac,Both sexes,20-24,1167
2013,Number,Bratunac,M,20-24,634
2013,Number,Bratunac,F,20-24,533
2013,Number,Brod,Both sexes,20-24,824
2013,Number,Brod,M,20-24,422
2013,Number,Brod,F,20-24,402
2013,Number,Visegrad,Both sexes,20-24,490
2013,Number,Visegrad,M,20-24,276
2013,Number,Visegrad,F,20-24,214
2013,Number,Vlasenica,Both sexes,20-24,612
2013,Number,Vlasenica,M,20-24,300
2013,Number,Vlasenica,F,20-24,312
2013,Number,Vukosavlje,Both sexes,20-24,256
2013,Number,Vukosavlje,M,20-24,139
2013,Number,Vukosavlje,F,20-24,117
2013,Number,Gacko,Both sexes,20-24,428
2013,Number,Gacko,M,20-24,232
2013,Number,Gacko,F,20-24,196
2013,Number,City of Gradiska,Both sexes,20-24,2638
2013,Number,City of Gradiska,M,20-24,1393
2013,Number,City of Gradiska,F,20-24,1245
2013,Number,City of Derventa,Both sexes,20-24,1350
2013,Number,City of Derventa,M,20-24,716
2013,Number,City of Derventa,F,20-24,634
2013,Number,City of Doboj,Both sexes,20-24,3593
2013,Number,City of Doboj,M,20-24,1875
2013,Number,City of Doboj,F,20-24,1718
2013,Number,Donji Zabar,Both sexes,20-24,218
2013,Number,Donji Zabar,M,20-24,116
2013,Number,Donji Zabar,F,20-24,102
2013,Number,City of Zvornik,Both sexes,20-24,3358
2013,Number,City of Zvornik,M,20-24,1817
2013,Number,City of Zvornik,F,20-24,1541
2013,Number,East Ilidza,Both sexes,20-24,808
2013,Number,East Ilidza,M,20-24,412
2013,Number,East Ilidza,F,20-24,396
2013,Number,East Drvar,Both sexes,20-24,3
2013,Number,East Drvar,M,20-24,1
2013,Number,East Drvar,F,20-24,2
2013,Number,East Mostar,Both sexes,20-24,10
2013,Number,East Mostar,M,20-24,8
2013,Number,East Mostar,F,20-24,2
2013,Number,East Stari Grad,Both sexes,20-24,48
2013,Number,East Stari Grad,M,20-24,28
2013,Number,East Stari Grad,F,20-24,20
2013,Number,East Novo Sarajevo,Both sexes,20-24,586
2013,Number,East Novo Sarajevo,M,20-24,289
2013,Number,East Novo Sarajevo,F,20-24,297
2013,Number,Jezero,Both sexes,20-24,61
2013,Number,Jezero,M,20-24,33
2013,Number,Jezero,F,20-24,28
2013,Number,Kalinovik,Both sexes,20-24,98
2013,Number,Kalinovik,M,20-24,55
2013,Number,Kalinovik,F,20-24,43
2013,Number,Knezevo,Both sexes,20-24,535
2013,Number,Knezevo,M,20-24,286
2013,Number,Knezevo,F,20-24,249
2013,Number,Kozarska Dubica,Both sexes,20-24,1073
2013,Number,Kozarska Dubica,M,20-24,580
2013,Number,Kozarska Dubica,F,20-24,493
2013,Number,Kostajnica,Both sexes,20-24,308
2013,Number,Kostajnica,M,20-24,165
2013,Number,Kostajnica,F,20-24,143
2013,Number,Kotor Varos,Both sexes,20-24,1286
2013,Number,Kotor Varos,M,20-24,675
2013,Number,Kotor Varos,F,20-24,611
2013,Number,Krupa Na Uni,Both sexes,20-24,76
2013,Number,Krupa Na Uni,M,20-24,47
2013,Number,Krupa Na Uni,F,20-24,29
2013,Number,Kupres,Both sexes,20-24,8
2013,Number,Kupres,M,20-24,5
2013,Number,Kupres,F,20-24,3
2013,Number,Laktasi,Both sexes,20-24,1983
2013,Number,Laktasi,M,20-24,1032
2013,Number,Laktasi,F,20-24,951
2013,Number,Lopare,Both sexes,20-24,841
2013,Number,Lopare,M,20-24,437
2013,Number,Lopare,F,20-24,404
2013,Number,Ljubinje,Both sexes,20-24,169
2013,Number,Ljubinje,M,20-24,99
2013,Number,Ljubinje,F,20-24,70
2013,Number,Milici,Both sexes,20-24,682
2013,Number,Milici,M,20-24,379
2013,Number,Milici,F,20-24,303
2013,Number,Modrica,Both sexes,20-24,1310
2013,Number,Modrica,M,20-24,665
2013,Number,Modrica,F,20-24,645
2013,Number,Mrkonjic Grad,Both sexes,20-24,755
2013,Number,Mrkonjic Grad,M,20-24,395
2013,Number,Mrkonjic Grad,F,20-24,360
2013,Number,Nevesinje,Both sexes,20-24,631
2013,Number,Nevesinje,M,20-24,333
2013,Number,Nevesinje,F,20-24,298
2013,Number,Novi Grad,Both sexes,20-24,1405
2013,Number,Novi Grad,M,20-24,742
2013,Number,Novi Grad,F,20-24,663
2013,Number,Novo Gorazde,Both sexes,20-24,176
2013,Number,Novo Gorazde,M,20-24,103
2013,Number,Novo Gorazde,F,20-24,73
2013,Number,Osmaci,Both sexes,20-24,390
2013,Number,Osmaci,M,20-24,192
2013,Number,Osmaci,F,20-24,198
2013,Number,Ostra Luka,Both sexes,20-24,99
2013,Number,Ostra Luka,M,20-24,49
2013,Number,Ostra Luka,F,20-24,50
2013,Number,Pale,Both sexes,20-24,1350
2013,Number,Pale,M,20-24,657
2013,Number,Pale,F,20-24,693
2013,Number,Pelagicevo,Both sexes,20-24,175
2013,Number,Pelagicevo,M,20-24,102
2013,Number,Pelagicevo,F,20-24,73
2013,Number,Petrovac,Both sexes,20-24,8
2013,Number,Petrovac,M,20-24,6
2013,Number,Petrovac,F,20-24,2
2013,Number,Petrovo,Both sexes,20-24,340
2013,Number,Petrovo,M,20-24,178
2013,Number,Petrovo,F,20-24,162
2013,Number,City of Prijedor,Both sexes,20-24,4651
2013,Number,City of Prijedor,M,20-24,2366
2013,Number,City of Prijedor,F,20-24,2285
2013,Number,Prnjavor,Both sexes,20-24,1786
2013,Number,Prnjavor,M,20-24,920
2013,Number,Prnjavor,F,20-24,866
2013,Number,Ribnik,Both sexes,20-24,269
2013,Number,Ribnik,M,20-24,130
2013,Number,Ribnik,F,20-24,139
2013,Number,Rogatica,Both sexes,20-24,521
2013,Number,Rogatica,M,20-24,263
2013,Number,Rogatica,F,20-24,258
2013,Number,Rudo,Both sexes,20-24,419
2013,Number,Rudo,M,20-24,216
2013,Number,Rudo,F,20-24,203
2013,Number,Sokolac,Both sexes,20-24,649
2013,Number,Sokolac,M,20-24,331
2013,Number,Sokolac,F,20-24,318
2013,Number,Srbac,Both sexes,20-24,929
2013,Number,Srbac,M,20-24,493
2013,Number,Srbac,F,20-24,436
2013,Number,Srebrenica,Both sexes,20-24,757
2013,Number,Srebrenica,M,20-24,414
2013,Number,Srebrenica,F,20-24,343
2013,Number,Teslic,Both sexes,20-24,2073
2013,Number,Teslic,M,20-24,1089
2013,Number,Teslic,F,20-24,984
2013,Number,City of Trebinje,Both sexes,20-24,1427
2013,Number,City of Trebinje,M,20-24,774
2013,Number,City of Trebinje,F,20-24,653
2013,Number,Trnovo,Both sexes,20-24,99
2013,Number,Trnovo,M,20-24,57
2013,Number,Trnovo,F,20-24,42
2013,Number,Ugljevik,Both sexes,20-24,953
2013,Number,Ugljevik,M,20-24,502
2013,Number,Ugljevik,F,20-24,451
2013,Number,Foca,Both sexes,20-24,980
2013,Number,Foca,M,20-24,501
2013,Number,Foca,F,20-24,479
2013,Number,Han Pijesak,Both sexes,20-24,135
2013,Number,Han Pijesak,M,20-24,83
2013,Number,Han Pijesak,F,20-24,52
2013,Number,Cajnice,Both sexes,20-24,266
2013,Number,Cajnice,M,20-24,150
2013,Number,Cajnice,F,20-24,116
2013,Number,Celinac,Both sexes,20-24,958
2013,Number,Celinac,M,20-24,503
2013,Number,Celinac,F,20-24,455
2013,Number,Samac,Both sexes,20-24,848
2013,Number,Samac,M,20-24,454
2013,Number,Samac,F,20-24,394
2013,Number,Sekovici,Both sexes,20-24,357
2013,Number,Sekovici,M,20-24,171
2013,Number,Sekovici,F,20-24,186
2013,Number,Sipovo,Both sexes,20-24,530
2013,Number,Sipovo,M,20-24,280
2013,Number,Sipovo,F,20-24,250
2013,Number,City of Banja Luka,Both sexes,25-29,12698
2013,Number,City of Banja Luka,M,25-29,6210
2013,Number,City of Banja Luka,F,25-29,6488
2013,Number,Berkovici,Both sexes,25-29,96
2013,Number,Berkovici,M,25-29,54
2013,Number,Berkovici,F,25-29,42
2013,Number,City of Bijeljina,Both sexes,25-29,6971
2013,Number,City of Bijeljina,M,25-29,3429
2013,Number,City of Bijeljina,F,25-29,3542
2013,Number,Bileca,Both sexes,25-29,670
2013,Number,Bileca,M,25-29,378
2013,Number,Bileca,F,25-29,292
2013,Number,Bratunac,Both sexes,25-29,1455
2013,Number,Bratunac,M,25-29,753
2013,Number,Bratunac,F,25-29,702
2013,Number,Brod,Both sexes,25-29,1050
2013,Number,Brod,M,25-29,527
2013,Number,Brod,F,25-29,523
2013,Number,Visegrad,Both sexes,25-29,635
2013,Number,Visegrad,M,25-29,336
2013,Number,Visegrad,F,25-29,299
2013,Number,Vlasenica,Both sexes,25-29,756
2013,Number,Vlasenica,M,25-29,374
2013,Number,Vlasenica,F,25-29,382
2013,Number,Vukosavlje,Both sexes,25-29,269
2013,Number,Vukosavlje,M,25-29,142
2013,Number,Vukosavlje,F,25-29,127
2013,Number,Gacko,Both sexes,25-29,567
2013,Number,Gacko,M,25-29,302
2013,Number,Gacko,F,25-29,265
2013,Number,City of Gradiska,Both sexes,25-29,2965
2013,Number,City of Gradiska,M,25-29,1544
2013,Number,City of Gradiska,F,25-29,1421
2013,Number,City of Derventa,Both sexes,25-29,1676
2013,Number,City of Derventa,M,25-29,855
2013,Number,City of Derventa,F,25-29,821
2013,Number,City of Doboj,Both sexes,25-29,4281
2013,Number,City of Doboj,M,25-29,2216
2013,Number,City of Doboj,F,25-29,2065
2013,Number,Donji Zabar,Both sexes,25-29,203
2013,Number,Donji Zabar,M,25-29,110
2013,Number,Donji Zabar,F,25-29,93
2013,Number,City of Zvornik,Both sexes,25-29,3918
2013,Number,City of Zvornik,M,25-29,2007
2013,Number,City of Zvornik,F,25-29,1911
2013,Number,East Ilidza,Both sexes,25-29,1044
2013,Number,East Ilidza,M,25-29,542
2013,Number,East Ilidza,F,25-29,502
2013,Number,East Drvar,Both sexes,25-29,4
2013,Number,East Drvar,M,25-29,4
2013,Number,East Drvar,F,25-29,0
2013,Number,East Mostar,Both sexes,25-29,8
2013,Number,East Mostar,M,25-29,2
2013,Number,East Mostar,F,25-29,6
2013,Number,East Stari Grad,Both sexes,25-29,60
2013,Number,East Stari Grad,M,25-29,40
2013,Number,East Stari Grad,F,25-29,20
2013,Number,East Novo Sarajevo,Both sexes,25-29,734
2013,Number,East Novo Sarajevo,M,25-29,368
2013,Number,East Novo Sarajevo,F,25-29,366
2013,Number,Jezero,Both sexes,25-29,72
2013,Number,Jezero,M,25-29,47
2013,Number,Jezero,F,25-29,25
2013,Number,Kalinovik,Both sexes,25-29,125
2013,Number,Kalinovik,M,25-29,72
2013,Number,Kalinovik,F,25-29,53
2013,Number,Knezevo,Both sexes,25-29,551
2013,Number,Knezevo,M,25-29,282
2013,Number,Knezevo,F,25-29,269
2013,Number,Kozarska Dubica,Both sexes,25-29,1334
2013,Number,Kozarska Dubica,M,25-29,701
2013,Number,Kozarska Dubica,F,25-29,633
2013,Number,Kostajnica,Both sexes,25-29,363
2013,Number,Kostajnica,M,25-29,191
2013,Number,Kostajnica,F,25-29,172
2013,Number,Kotor Varos,Both sexes,25-29,1297
2013,Number,Kotor Varos,M,25-29,669
2013,Number,Kotor Varos,F,25-29,628
2013,Number,Krupa Na Uni,Both sexes,25-29,60
2013,Number,Krupa Na Uni,M,25-29,36
2013,Number,Krupa Na Uni,F,25-29,24
2013,Number,Kupres,Both sexes,25-29,8
2013,Number,Kupres,M,25-29,6
2013,Number,Kupres,F,25-29,2
2013,Number,Laktasi,Both sexes,25-29,2395
2013,Number,Laktasi,M,25-29,1159
2013,Number,Laktasi,F,25-29,1236
2013,Number,Lopare,Both sexes,25-29,825
2013,Number,Lopare,M,25-29,426
2013,Number,Lopare,F,25-29,399
2013,Number,Ljubinje,Both sexes,25-29,203
2013,Number,Ljubinje,M,25-29,104
2013,Number,Ljubinje,F,25-29,99
2013,Number,Milici,Both sexes,25-29,819
2013,Number,Milici,M,25-29,429
2013,Number,Milici,F,25-29,390
2013,Number,Modrica,Both sexes,25-29,1473
2013,Number,Modrica,M,25-29,785
2013,Number,Modrica,F,25-29,688
2013,Number,Mrkonjic Grad,Both sexes,25-29,907
2013,Number,Mrkonjic Grad,M,25-29,475
2013,Number,Mrkonjic Grad,F,25-29,432
2013,Number,Nevesinje,Both sexes,25-29,707
2013,Number,Nevesinje,M,25-29,374
2013,Number,Nevesinje,F,25-29,333
2013,Number,Novi Grad,Both sexes,25-29,1513
2013,Number,Novi Grad,M,25-29,792
2013,Number,Novi Grad,F,25-29,721
2013,Number,Novo Gorazde,Both sexes,25-29,217
2013,Number,Novo Gorazde,M,25-29,127
2013,Number,Novo Gorazde,F,25-29,90
2013,Number,Osmaci,Both sexes,25-29,381
2013,Number,Osmaci,M,25-29,207
2013,Number,Osmaci,F,25-29,174
2013,Number,Ostra Luka,Both sexes,25-29,127
2013,Number,Ostra Luka,M,25-29,70
2013,Number,Ostra Luka,F,25-29,57
2013,Number,Pale,Both sexes,25-29,1447
2013,Number,Pale,M,25-29,750
2013,Number,Pale,F,25-29,697
2013,Number,Pelagicevo,Both sexes,25-29,175
2013,Number,Pelagicevo,M,25-29,86
2013,Number,Pelagicevo,F,25-29,89
2013,Number,Petrovac,Both sexes,25-29,16
2013,Number,Petrovac,M,25-29,6
2013,Number,Petrovac,F,25-29,10
2013,Number,Petrovo,Both sexes,25-29,397
2013,Number,Petrovo,M,25-29,220
2013,Number,Petrovo,F,25-29,177
2013,Number,City of Prijedor,Both sexes,25-29,5388
2013,Number,City of Prijedor,M,25-29,2724
2013,Number,City of Prijedor,F,25-29,2664
2013,Number,Prnjavor,Both sexes,25-29,2001
2013,Number,Prnjavor,M,25-29,1022
2013,Number,Prnjavor,F,25-29,979
2013,Number,Ribnik,Both sexes,25-29,280
2013,Number,Ribnik,M,25-29,147
2013,Number,Ribnik,F,25-29,133
2013,Number,Rogatica,Both sexes,25-29,623
2013,Number,Rogatica,M,25-29,313
2013,Number,Rogatica,F,25-29,310
2013,Number,Rudo,Both sexes,25-29,448
2013,Number,Rudo,M,25-29,258
2013,Number,Rudo,F,25-29,190
2013,Number,Sokolac,Both sexes,25-29,779
2013,Number,Sokolac,M,25-29,433
2013,Number,Sokolac,F,25-29,346
2013,Number,Srbac,Both sexes,25-29,985
2013,Number,Srbac,M,25-29,513
2013,Number,Srbac,F,25-29,472
2013,Number,Srebrenica,Both sexes,25-29,891
2013,Number,Srebrenica,M,25-29,475
2013,Number,Srebrenica,F,25-29,416
2013,Number,Teslic,Both sexes,25-29,2243
2013,Number,Teslic,M,25-29,1100
2013,Number,Teslic,F,25-29,1143
2013,Number,City of Trebinje,Both sexes,25-29,1778
2013,Number,City of Trebinje,M,25-29,907
2013,Number,City of Trebinje,F,25-29,871
2013,Number,Trnovo,Both sexes,25-29,136
2013,Number,Trnovo,M,25-29,73
2013,Number,Trnovo,F,25-29,63
2013,Number,Ugljevik,Both sexes,25-29,1093
2013,Number,Ugljevik,M,25-29,558
2013,Number,Ugljevik,F,25-29,535
2013,Number,Foca,Both sexes,25-29,1190
2013,Number,Foca,M,25-29,646
2013,Number,Foca,F,25-29,544
2013,Number,Han Pijesak,Both sexes,25-29,196
2013,Number,Han Pijesak,M,25-29,97
2013,Number,Han Pijesak,F,25-29,99
2013,Number,Cajnice,Both sexes,25-29,307
2013,Number,Cajnice,M,25-29,162
2013,Number,Cajnice,F,25-29,145
2013,Number,Celinac,Both sexes,25-29,1027
2013,Number,Celinac,M,25-29,513
2013,Number,Celinac,F,25-29,514
2013,Number,Samac,Both sexes,25-29,944
2013,Number,Samac,M,25-29,492
2013,Number,Samac,F,25-29,452
2013,Number,Sekovici,Both sexes,25-29,356
2013,Number,Sekovici,M,25-29,189
2013,Number,Sekovici,F,25-29,167
2013,Number,Sipovo,Both sexes,25-29,616
2013,Number,Sipovo,M,25-29,330
2013,Number,Sipovo,F,25-29,286
2013,Number,City of Banja Luka,Both sexes,30-34,14924
2013,Number,City of Banja Luka,M,30-34,7203
2013,Number,City of Banja Luka,F,30-34,7721
2013,Number,Berkovici,Both sexes,30-34,102
2013,Number,Berkovici,M,30-34,46
2013,Number,Berkovici,F,30-34,56
2013,Number,City of Bijeljina,Both sexes,30-34,7263
2013,Number,City of Bijeljina,M,30-34,3680
2013,Number,City of Bijeljina,F,30-34,3583
2013,Number,Bileca,Both sexes,30-34,621
2013,Number,Bileca,M,30-34,339
2013,Number,Bileca,F,30-34,282
2013,Number,Bratunac,Both sexes,30-34,1515
2013,Number,Bratunac,M,30-34,823
2013,Number,Bratunac,F,30-34,692
2013,Number,Brod,Both sexes,30-34,1094
2013,Number,Brod,M,30-34,554
2013,Number,Brod,F,30-34,540
2013,Number,Visegrad,Both sexes,30-34,629
2013,Number,Visegrad,M,30-34,319
2013,Number,Visegrad,F,30-34,310
2013,Number,Vlasenica,Both sexes,30-34,806
2013,Number,Vlasenica,M,30-34,420
2013,Number,Vlasenica,F,30-34,386
2013,Number,Vukosavlje,Both sexes,30-34,292
2013,Number,Vukosavlje,M,30-34,159
2013,Number,Vukosavlje,F,30-34,133
2013,Number,Gacko,Both sexes,30-34,518
2013,Number,Gacko,M,30-34,301
2013,Number,Gacko,F,30-34,217
2013,Number,City of Gradiska,Both sexes,30-34,3285
2013,Number,City of Gradiska,M,30-34,1646
2013,Number,City of Gradiska,F,30-34,1639
2013,Number,City of Derventa,Both sexes,30-34,1587
2013,Number,City of Derventa,M,30-34,814
2013,Number,City of Derventa,F,30-34,773
2013,Number,City of Doboj,Both sexes,30-34,4769
2013,Number,City of Doboj,M,30-34,2381
2013,Number,City of Doboj,F,30-34,2388
2013,Number,Donji Zabar,Both sexes,30-34,173
2013,Number,Donji Zabar,M,30-34,89
2013,Number,Donji Zabar,F,30-34,84
2013,Number,City of Zvornik,Both sexes,30-34,4019
2013,Number,City of Zvornik,M,30-34,2044
2013,Number,City of Zvornik,F,30-34,1975
2013,Number,East Ilidza,Both sexes,30-34,1155
2013,Number,East Ilidza,M,30-34,557
2013,Number,East Ilidza,F,30-34,598
2013,Number,East Drvar,Both sexes,30-34,9
2013,Number,East Drvar,M,30-34,6
2013,Number,East Drvar,F,30-34,3
2013,Number,East Mostar,Both sexes,30-34,14
2013,Number,East Mostar,M,30-34,8
2013,Number,East Mostar,F,30-34,6
2013,Number,East Stari Grad,Both sexes,30-34,76
2013,Number,East Stari Grad,M,30-34,39
2013,Number,East Stari Grad,F,30-34,37
2013,Number,East Novo Sarajevo,Both sexes,30-34,936
2013,Number,East Novo Sarajevo,M,30-34,466
2013,Number,East Novo Sarajevo,F,30-34,470
2013,Number,Jezero,Both sexes,30-34,61
2013,Number,Jezero,M,30-34,36
2013,Number,Jezero,F,30-34,25
2013,Number,Kalinovik,Both sexes,30-34,93
2013,Number,Kalinovik,M,30-34,54
2013,Number,Kalinovik,F,30-34,39
2013,Number,Knezevo,Both sexes,30-34,519
2013,Number,Knezevo,M,30-34,270
2013,Number,Knezevo,F,30-34,249
2013,Number,Kozarska Dubica,Both sexes,30-34,1250
2013,Number,Kozarska Dubica,M,30-34,674
2013,Number,Kozarska Dubica,F,30-34,576
2013,Number,Kostajnica,Both sexes,30-34,405
2013,Number,Kostajnica,M,30-34,216
2013,Number,Kostajnica,F,30-34,189
2013,Number,Kotor Varos,Both sexes,30-34,1244
2013,Number,Kotor Varos,M,30-34,623
2013,Number,Kotor Varos,F,30-34,621
2013,Number,Krupa Na Uni,Both sexes,30-34,78
2013,Number,Krupa Na Uni,M,30-34,49
2013,Number,Krupa Na Uni,F,30-34,29
2013,Number,Kupres,Both sexes,30-34,6
2013,Number,Kupres,M,30-34,1
2013,Number,Kupres,F,30-34,5
2013,Number,Laktasi,Both sexes,30-34,2417
2013,Number,Laktasi,M,30-34,1218
2013,Number,Laktasi,F,30-34,1199
2013,Number,Lopare,Both sexes,30-34,821
2013,Number,Lopare,M,30-34,425
2013,Number,Lopare,F,30-34,396
2013,Number,Ljubinje,Both sexes,30-34,207
2013,Number,Ljubinje,M,30-34,113
2013,Number,Ljubinje,F,30-34,94
2013,Number,Milici,Both sexes,30-34,818
2013,Number,Milici,M,30-34,457
2013,Number,Milici,F,30-34,361
2013,Number,Modrica,Both sexes,30-34,1434
2013,Number,Modrica,M,30-34,707
2013,Number,Modrica,F,30-34,727
2013,Number,Mrkonjic Grad,Both sexes,30-34,936
2013,Number,Mrkonjic Grad,M,30-34,448
2013,Number,Mrkonjic Grad,F,30-34,488
2013,Number,Nevesinje,Both sexes,30-34,730
2013,Number,Nevesinje,M,30-34,387
2013,Number,Nevesinje,F,30-34,343
2013,Number,Novi Grad,Both sexes,30-34,1545
2013,Number,Novi Grad,M,30-34,807
2013,Number,Novi Grad,F,30-34,738
2013,Number,Novo Gorazde,Both sexes,30-34,205
2013,Number,Novo Gorazde,M,30-34,101
2013,Number,Novo Gorazde,F,30-34,104
2013,Number,Osmaci,Both sexes,30-34,409
2013,Number,Osmaci,M,30-34,211
2013,Number,Osmaci,F,30-34,198
2013,Number,Ostra Luka,Both sexes,30-34,134
2013,Number,Ostra Luka,M,30-34,70
2013,Number,Ostra Luka,F,30-34,64
2013,Number,Pale,Both sexes,30-34,1466
2013,Number,Pale,M,30-34,702
2013,Number,Pale,F,30-34,764
2013,Number,Pelagicevo,Both sexes,30-34,175
2013,Number,Pelagicevo,M,30-34,83
2013,Number,Pelagicevo,F,30-34,92
2013,Number,Petrovac,Both sexes,30-34,21
2013,Number,Petrovac,M,30-34,10
2013,Number,Petrovac,F,30-34,11
2013,Number,Petrovo,Both sexes,30-34,342
2013,Number,Petrovo,M,30-34,183
2013,Number,Petrovo,F,30-34,159
2013,Number,City of Prijedor,Both sexes,30-34,5373
2013,Number,City of Prijedor,M,30-34,2721
2013,Number,City of Prijedor,F,30-34,2652
2013,Number,Prnjavor,Both sexes,30-34,2136
2013,Number,Prnjavor,M,30-34,1056
2013,Number,Prnjavor,F,30-34,1080
2013,Number,Ribnik,Both sexes,30-34,277
2013,Number,Ribnik,M,30-34,155
2013,Number,Ribnik,F,30-34,122
2013,Number,Rogatica,Both sexes,30-34,657
2013,Number,Rogatica,M,30-34,352
2013,Number,Rogatica,F,30-34,305
2013,Number,Rudo,Both sexes,30-34,431
2013,Number,Rudo,M,30-34,241
2013,Number,Rudo,F,30-34,190
2013,Number,Sokolac,Both sexes,30-34,779
2013,Number,Sokolac,M,30-34,403
2013,Number,Sokolac,F,30-34,376
2013,Number,Srbac,Both sexes,30-34,1115
2013,Number,Srbac,M,30-34,564
2013,Number,Srbac,F,30-34,551
2013,Number,Srebrenica,Both sexes,30-34,894
2013,Number,Srebrenica,M,30-34,494
2013,Number,Srebrenica,F,30-34,400
2013,Number,Teslic,Both sexes,30-34,2328
2013,Number,Teslic,M,30-34,1167
2013,Number,Teslic,F,30-34,1161
2013,Number,City of Trebinje,Both sexes,30-34,1909
2013,Number,City of Trebinje,M,30-34,950
2013,Number,City of Trebinje,F,30-34,959
2013,Number,Trnovo,Both sexes,30-34,121
2013,Number,Trnovo,M,30-34,72
2013,Number,Trnovo,F,30-34,49
