Year,UNIT_MEASURE,Value
2007,Number,9
2008,Number,11
2009,Number,14
2010,Number,15
2011,Number,16
2012,Number,17
2013,Number,18
2014,Number,18
2015,Number,20
2016,Number,27
2017,Number,28
2018,Number,28
2019,Number,27
2020,Number,29
2021,Number,30
2022,Number,28
2023,Number,30
