Year,UNIT_MEASURE,Value
2009,Number,2062
2010,Number,2080
2011,Number,2087
2012,Number,2264
2013,Number,2394
2014,Number,2221
2015,Number,2468
2016,Number,2572
2017,Number,2688
2018,Number,2646
2019,Number,2771
2020,Number,2606
2021,Number,2607
2022,Number,2609
