Year,UNIT_MEASURE,Value
1999,Number,457
2000,Number,393
2001,Number,382
2002,Number,334
2003,Number,325
2004,Number,307
2005,Number,263
2006,Number,278
2007,Number,313
2008,Number,310
2009,Number,306
2010,Number,305
2011,Number,308
2012,Number,319
2013,Number,320
2014,Number,326
2015,Number,400
2016,Number,400
2017,Number,395
2018,Number,420
