Year,UNIT_MEASURE,Sex,Value
2016,Number,Total,2081
2016,Number,M,1149
2016,Number,F,932
2017,Number,Total,2097
2017,Number,M,1088
2017,Number,F,1009
2018,Number,Total,2470
2018,Number,M,1284
2018,Number,F,1186
2019,Number,Total,2704
2019,Number,M,1387
2019,Number,F,1317
2020,Number,Total,2539
2020,Number,M,1300
2020,Number,F,1239
2021,Number,Total,3252
2021,Number,M,1728
2021,Number,F,1524
2022,Number,Total,3739
2022,Number,M,2007
2022,Number,F,1732
