Year,UNIT_MEASURE,Value
2005,Number,351
2006,Number,331
2007,Number,397
2008,Number,427
2009,Number,403
2010,Number,411
2011,Number,433
2012,Number,457
2013,Number,485
2014,Number,439
2015,Number,458
2016,Number,449
2017,Number,543
2018,Number,540
2019,Number,543
2020,Number,416
