Year,UNIT_MEASURE,Value
2005,Number,47.3
2006,Number,44.7
2007,Number,53.7
2008,Number,57.9
2009,Number,54.7
2010,Number,55.9
2011,Number,59.0
2012,Number,34.4
2013,Number,37.2
2014,Number,32.8
2015,Number,33.5
2016,Number,75.8
2017,Number,54.4
2018,Number,47.2
2019,Number,46.6
2020,Number,38.4
2021,Number,47.0
2022,Number,52.6
