Year,UNIT_MEASURE,Value
2007,Number,93
2008,Number,96
2009,Number,98
2010,Number,102
2011,Number,106
2012,Number,110
2013,Number,114
2014,Number,117
2015,Number,122
2016,Number,156
2017,Number,149
2018,Number,161
2019,Number,162
2020,Number,164
2021,Number,162
2022,Number,165
2023,Number,164
2024,Number,166
