Year,UNIT_MEASURE,Value
2007,Number,125
2008,Number,160
2009,Number,196
2010,Number,215
2011,Number,230
2012,Number,245
2013,Number,260
2014,Number,258
2015,Number,278
2016,Number,310
2017,Number,316
2018,Number,323
2019,Number,307
2020,Number,335
2021,Number,343
2022,Number,320
2023,Number,339
2024,Number,329
