Year,UNIT_MEASURE,ADMIN_AREA,Sex,Literacy,Value
2013,Number,novo_gorazde,M,unknown_literacy,3.0
2013,Number,novo_gorazde,F,unknown_literacy,13.0
2013,Number,osmaci,Both sexes,unknown_literacy,41.0
2013,Number,osmaci,M,unknown_literacy,15.0
2013,Number,osmaci,F,unknown_literacy,26.0
2013,Number,ostra_luka,Both sexes,unknown_literacy,19.0
2013,Number,ostra_luka,M,unknown_literacy,10.0
2013,Number,ostra_luka,F,unknown_literacy,9.0
2013,Number,pale,Both sexes,unknown_literacy,99.0
2013,Number,pale,M,unknown_literacy,31.0
2013,Number,pale,F,unknown_literacy,68.0
2013,Number,pelagicevo,Both sexes,unknown_literacy,132.0
2013,Number,pelagicevo,M,unknown_literacy,59.0
2013,Number,pelagicevo,F,unknown_literacy,73.0
2013,Number,petrovac,Both sexes,unknown_literacy,1.0
2013,Number,petrovac,M,unknown_literacy,1.0
2013,Number,petrovac,F,unknown_literacy,0.0
2013,Number,petrovo,Both sexes,unknown_literacy,35.0
2013,Number,petrovo,M,unknown_literacy,13.0
2013,Number,petrovo,F,unknown_literacy,22.0
2013,Number,grad_prijedor,Both sexes,unknown_literacy,816.0
2013,Number,grad_prijedor,M,unknown_literacy,283.0
2013,Number,grad_prijedor,F,unknown_literacy,533.0
2013,Number,prnjavor,Both sexes,unknown_literacy,223.0
2013,Number,prnjavor,M,unknown_literacy,90.0
2013,Number,prnjavor,F,unknown_literacy,133.0
2013,Number,ribnik,Both sexes,unknown_literacy,41.0
2013,Number,ribnik,M,unknown_literacy,13.0
2013,Number,ribnik,F,unknown_literacy,28.0
2013,Number,rogatica,Both sexes,unknown_literacy,110.0
2013,Number,rogatica,M,unknown_literacy,24.0
2013,Number,rogatica,F,unknown_literacy,86.0
2013,Number,rudo,Both sexes,unknown_literacy,40.0
2013,Number,rudo,M,unknown_literacy,16.0
2013,Number,rudo,F,unknown_literacy,24.0
2013,Number,sokolac,Both sexes,unknown_literacy,69.0
2013,Number,sokolac,M,unknown_literacy,29.0
2013,Number,sokolac,F,unknown_literacy,40.0
2013,Number,srbac,Both sexes,unknown_literacy,250.0
2013,Number,srbac,M,unknown_literacy,90.0
2013,Number,srbac,F,unknown_literacy,160.0
2013,Number,srebrenica,Both sexes,unknown_literacy,134.0
2013,Number,srebrenica,M,unknown_literacy,26.0
2013,Number,srebrenica,F,unknown_literacy,108.0
2013,Number,teslic,Both sexes,unknown_literacy,346.0
2013,Number,teslic,M,unknown_literacy,124.0
2013,Number,teslic,F,unknown_literacy,222.0
2013,Number,grad_trebinje,Both sexes,unknown_literacy,188.0
2013,Number,grad_trebinje,M,unknown_literacy,59.0
2013,Number,grad_trebinje,F,unknown_literacy,129.0
2013,Number,trnovo,Both sexes,unknown_literacy,12.0
2013,Number,trnovo,M,unknown_literacy,4.0
2013,Number,trnovo,F,unknown_literacy,8.0
2013,Number,ugljevik,Both sexes,unknown_literacy,98.0
2013,Number,ugljevik,M,unknown_literacy,37.0
