Year,UNIT_MEASURE,Age,Sex,Value
2017,Number,1,Total,9358
2017,Number,2,Total,9392
2017,Number,3,Total,9520
2017,Number,4,Total,10032
2017,Number,5,Total,10526
2017,Number,6,Total,10630
2017,Number,7,Total,11159
2017,Number,8,Total,11184
2017,Number,9,Total,10926
2017,Number,10,Total,10679
2017,Number,11,Total,10706
2017,Number,12,Total,10770
2017,Number,13,Total,10871
2017,Number,14,Total,10985
2017,Number,15,Total,11348
2017,Number,16,Total,11671
2017,Number,17,Total,11800
2017,Number,18,Total,12469
2017,Number,19,Total,13700
2017,Number,20,Total,14374
2017,Number,21,Total,14350
2017,Number,22,Total,14245
2017,Number,23,Total,12777
2017,Number,24,Total,11832
2017,Number,25,Total,12915
2017,Number,26,Total,13776
2017,Number,27,Total,13822
2017,Number,28,Total,14340
2017,Number,29,Total,14858
2017,Number,30,Total,15021
2017,Number,31,Total,15285
2017,Number,32,Total,15777
2017,Number,33,Total,16139
2017,Number,34,Total,16191
2017,Number,35,Total,16207
2017,Number,36,Total,16116
2017,Number,37,Total,16031
2017,Number,38,Total,15863
2017,Number,39,Total,16096
2017,Number,40,Total,16465
2017,Number,41,Total,16298
2017,Number,42,Total,15711
2017,Number,43,Total,15536
2017,Number,44,Total,15618
2017,Number,45,Total,15352
2017,Number,46,Total,14720
2017,Number,47,Total,14632
2017,Number,48,Total,15199
2017,Number,49,Total,15660
2017,Number,50,Total,16280
2017,Number,51,Total,16892
2017,Number,52,Total,16912
2017,Number,53,Total,16854
2017,Number,54,Total,17574
2017,Number,55,Total,17936
2017,Number,56,Total,18080
2017,Number,57,Total,18196
2017,Number,58,Total,18239
2017,Number,59,Total,17759
2017,Number,60,Total,17649
2017,Number,61,Total,18417
2017,Number,62,Total,18767
2017,Number,63,Total,18777
2017,Number,64,Total,18013
2017,Number,65,Total,16700
2017,Number,66,Total,15496
2017,Number,67,Total,15698
2017,Number,68,Total,14611
2017,Number,69,Total,13572
2017,Number,70,Total,12629
2017,Number,71,Total,10422
2017,Number,72,Total,8721
2017,Number,73,Total,8599
2017,Number,74,Total,8799
2017,Number,75,Total,9292
2017,Number,76,Total,10085
2017,Number,77,Total,10055
2017,Number,78,Total,9363
2017,Number,79,Total,8749
2017,Number,80,Total,8022
2017,Number,81,Total,7012
2017,Number,82,Total,6024
2017,Number,83,Total,5244
2017,Number,84,Total,4342
2017,Number,85,Total,3431
2017,Number,86,Total,2901
2017,Number,87,Total,2397
2017,Number,88,Total,1887
2017,Number,89,Total,1387
2017,Number,90 +,Total,2935
2017,Number,Total,M,563187
2017,Number,0,M,4861
2017,Number,1,M,4844
2017,Number,2,M,4897
2017,Number,3,M,4941
2017,Number,4,M,5115
2017,Number,5,M,5369
2017,Number,6,M,5410
2017,Number,7,M,5746
2017,Number,8,M,5806
2017,Number,9,M,5578
2017,Number,10,M,5415
2017,Number,11,M,5466
2017,Number,12,M,5600
2017,Number,13,M,5622
2017,Number,14,M,5636
2017,Number,15,M,5864
2017,Number,16,M,6006
2017,Number,17,M,6003
2017,Number,18,M,6376
2017,Number,19,M,7053
2017,Number,20,M,7393
2017,Number,21,M,7347
2017,Number,22,M,7326
2017,Number,23,M,6700
2017,Number,24,M,6218
2017,Number,25,M,6738
2017,Number,26,M,7157
2017,Number,27,M,7103
2017,Number,28,M,7362
2017,Number,29,M,7583
2017,Number,30,M,7607
2017,Number,31,M,7751
2017,Number,32,M,8071
2017,Number,33,M,8285
2017,Number,34,M,8221
2017,Number,35,M,8189
2017,Number,36,M,8152
2017,Number,37,M,8123
2017,Number,38,M,8074
2017,Number,39,M,8237
2017,Number,40,M,8369
2017,Number,41,M,8305
2017,Number,42,M,8053
2017,Number,43,M,7981
2017,Number,44,M,7988
2017,Number,45,M,7844
2017,Number,46,M,7473
2017,Number,47,M,7451
2017,Number,48,M,7717
2017,Number,49,M,7833
2017,Number,50,M,8158
2017,Number,51,M,8383
2017,Number,52,M,8411
2017,Number,53,M,8257
2017,Number,54,M,8543
2017,Number,55,M,8780
2017,Number,56,M,8819
2017,Number,57,M,8832
2017,Number,58,M,8745
2017,Number,59,M,8481
2017,Number,60,M,8427
2017,Number,61,M,8790
2017,Number,62,M,8920
2017,Number,63,M,8908
2017,Number,64,M,8473
2017,Number,65,M,7778
2017,Number,66,M,7166
2017,Number,67,M,7192
2017,Number,68,M,6629
2017,Number,69,M,6047
2017,Number,70,M,5609
2017,Number,71,M,4545
2017,Number,72,M,3761
2017,Number,73,M,3610
2017,Number,74,M,3652
2017,Number,75,M,3888
2017,Number,76,M,4147
2017,Number,77,M,4065
2017,Number,78,M,3748
2017,Number,79,M,3467
2017,Number,80,M,3144
2017,Number,81,M,2663
2017,Number,82,M,2223
2017,Number,83,M,1887
2017,Number,84,M,1562
2017,Number,85,M,1222
2017,Number,86,M,1027
2017,Number,87,M,849
2017,Number,88,M,705
2017,Number,89,M,500
2017,Number,90 +,M,915
2017,Number,Total,F,589830
2017,Number,0,F,4506
2017,Number,1,F,4514
2017,Number,2,F,4495
2017,Number,3,F,4579
2017,Number,4,F,4917
2017,Number,5,F,5157
2017,Number,6,F,5220
2017,Number,7,F,5413
2017,Number,8,F,5378
2017,Number,9,F,5348
2017,Number,10,F,5264
2017,Number,11,F,5240
2017,Number,12,F,5170
2017,Number,13,F,5249
2017,Number,14,F,5349
2017,Number,15,F,5484
2017,Number,16,F,5665
2017,Number,17,F,5797
2017,Number,18,F,6093
2017,Number,19,F,6647
2017,Number,20,F,6981
2017,Number,21,F,7003
2017,Number,22,F,6919
2017,Number,23,F,6077
2017,Number,24,F,5614
2017,Number,25,F,6177
2017,Number,26,F,6619
2017,Number,27,F,6719
2017,Number,28,F,6978
2017,Number,29,F,7275
2017,Number,30,F,7414
2017,Number,31,F,7534
2017,Number,32,F,7706
2017,Number,33,F,7854
2017,Number,34,F,7970
2017,Number,35,F,8018
2017,Number,36,F,7964
2017,Number,37,F,7908
2017,Number,38,F,7789
2017,Number,39,F,7859
2017,Number,40,F,8096
2017,Number,41,F,7993
2017,Number,42,F,7658
2017,Number,43,F,7555
2017,Number,44,F,7630
2017,Number,45,F,7508
2017,Number,46,F,7247
2017,Number,47,F,7181
2017,Number,48,F,7482
2017,Number,49,F,7827
2017,Number,50,F,8122
2017,Number,51,F,8509
2017,Number,52,F,8501
2017,Number,53,F,8597
2017,Number,54,F,9031
2017,Number,55,F,9156
2017,Number,56,F,9261
2017,Number,57,F,9364
2017,Number,58,F,9494
2017,Number,59,F,9278
2017,Number,60,F,9222
2017,Number,61,F,9627
2017,Number,62,F,9847
2017,Number,63,F,9869
2017,Number,64,F,9540
2017,Number,65,F,8922
2017,Number,66,F,8330
2017,Number,67,F,8506
2017,Number,68,F,7982
2017,Number,69,F,7525
2017,Number,70,F,7020
2017,Number,71,F,5877
2017,Number,72,F,4960
2017,Number,73,F,4989
2017,Number,74,F,5147
2017,Number,75,F,5404
2017,Number,76,F,5938
2017,Number,77,F,5990
2017,Number,78,F,5615
2017,Number,79,F,5282
2017,Number,80,F,4878
2017,Number,81,F,4349
2017,Number,82,F,3801
2017,Number,83,F,3357
2017,Number,84,F,2780
2017,Number,85,F,2209
2017,Number,86,F,1874
2017,Number,87,F,1548
2017,Number,88,F,1182
2017,Number,89,F,887
2017,Number,90 +,F,2020
2018,Number,Total,Total,1147902
2018,Number,0,Total,9155
2018,Number,1,Total,9364
2018,Number,2,Total,9354
2018,Number,3,Total,9388
2018,Number,4,Total,9522
2018,Number,5,Total,10039
2018,Number,6,Total,10537
2018,Number,7,Total,10633
2018,Number,8,Total,11163
2018,Number,9,Total,11189
2018,Number,10,Total,10931
2018,Number,11,Total,10679
2018,Number,12,Total,10706
2018,Number,13,Total,10772
2018,Number,14,Total,10891
2018,Number,15,Total,10998
2018,Number,16,Total,11349
2018,Number,17,Total,11675
2018,Number,18,Total,11760
2018,Number,19,Total,12466
2018,Number,20,Total,13695
2018,Number,21,Total,14368
2018,Number,22,Total,14332
2018,Number,23,Total,14226
2018,Number,24,Total,12754
2018,Number,25,Total,11826
2018,Number,26,Total,12886
2018,Number,27,Total,13753
2018,Number,28,Total,13817
2018,Number,29,Total,14326
2018,Number,30,Total,14853
2018,Number,31,Total,15014
2018,Number,32,Total,15287
2018,Number,33,Total,15778
2018,Number,34,Total,16130
2018,Number,35,Total,16187
2018,Number,36,Total,16208
2018,Number,37,Total,16098
2018,Number,38,Total,16019
2018,Number,39,Total,15858
2018,Number,40,Total,16098
2018,Number,41,Total,16443
2018,Number,42,Total,16281
2018,Number,43,Total,15686
2018,Number,44,Total,15514
2018,Number,45,Total,15605
2018,Number,46,Total,15322
2018,Number,47,Total,14690
2018,Number,48,Total,14604
2018,Number,49,Total,15151
2018,Number,50,Total,15596
2018,Number,51,Total,16214
2018,Number,52,Total,16837
2018,Number,53,Total,16854
2018,Number,54,Total,16789
2018,Number,55,Total,17476
2018,Number,56,Total,17814
2018,Number,57,Total,17941
2018,Number,58,Total,18052
2018,Number,59,Total,18096
2018,Number,60,Total,17600
2018,Number,61,Total,17468
2018,Number,62,Total,18206
2018,Number,63,Total,18544
2018,Number,64,Total,18524
2018,Number,65,Total,17708
2018,Number,66,Total,16445
2018,Number,67,Total,15222
2018,Number,68,Total,15391
2018,Number,69,Total,14301
2018,Number,70,Total,13255
2018,Number,71,Total,12323
2018,Number,72,Total,10125
2018,Number,73,Total,8427
2018,Number,74,Total,8316
2018,Number,75,Total,8481
2018,Number,76,Total,8874
2018,Number,77,Total,9594
2018,Number,78,Total,9483
2018,Number,79,Total,8784
2018,Number,80,Total,8128
2018,Number,81,Total,7361
2018,Number,82,Total,6369
2018,Number,83,Total,5417
2018,Number,84,Total,4655
2018,Number,85,Total,3789
2018,Number,86,Total,2955
2018,Number,87,Total,2495
2018,Number,88,Total,1979
2018,Number,89,Total,1524
2018,Number,90 +,Total,3110
2018,Number,Total,M,560795
2018,Number,0,M,4784
2018,Number,1,M,4856
2018,Number,2,M,4846
2018,Number,3,M,4892
2018,Number,4,M,4943
2018,Number,5,M,5123
2018,Number,6,M,5376
2018,Number,7,M,5410
2018,Number,8,M,5748
2018,Number,9,M,5806
2018,Number,10,M,5582
2018,Number,11,M,5418
2018,Number,12,M,5462
2018,Number,13,M,5596
2018,Number,14,M,5631
2018,Number,15,M,5641
2018,Number,16,M,5865
2018,Number,17,M,6005
2018,Number,18,M,5982
2018,Number,19,M,6371
2018,Number,20,M,7056
2018,Number,21,M,7383
2018,Number,22,M,7329
2018,Number,23,M,7315
2018,Number,24,M,6694
2018,Number,25,M,6218
2018,Number,26,M,6722
2018,Number,27,M,7141
2018,Number,28,M,7094
2018,Number,29,M,7359
2018,Number,30,M,7581
2018,Number,31,M,7597
2018,Number,32,M,7755
2018,Number,33,M,8078
2018,Number,34,M,8274
2018,Number,35,M,8216
2018,Number,36,M,8196
2018,Number,37,M,8144
2018,Number,38,M,8113
2018,Number,39,M,8074
2018,Number,40,M,8237
2018,Number,41,M,8357
2018,Number,42,M,8291
2018,Number,43,M,8036
2018,Number,44,M,7957
2018,Number,45,M,7978
2018,Number,46,M,7828
2018,Number,47,M,7456
2018,Number,48,M,7435
2018,Number,49,M,7680
2018,Number,50,M,7787
2018,Number,51,M,8105
2018,Number,52,M,8341
2018,Number,53,M,8373
2018,Number,54,M,8211
2018,Number,55,M,8482
2018,Number,56,M,8686
2018,Number,57,M,8729
2018,Number,58,M,8729
2018,Number,59,M,8641
2018,Number,60,M,8371
2018,Number,61,M,8303
2018,Number,62,M,8650
2018,Number,63,M,8768
2018,Number,64,M,8738
2018,Number,65,M,8265
2018,Number,66,M,7615
2018,Number,67,M,6988
2018,Number,68,M,6980
2018,Number,69,M,6430
2018,Number,70,M,5856
2018,Number,71,M,5416
2018,Number,72,M,4365
2018,Number,73,M,3606
2018,Number,74,M,3464
2018,Number,75,M,3497
2018,Number,76,M,3672
2018,Number,77,M,3892
2018,Number,78,M,3790
2018,Number,79,M,3473
2018,Number,80,M,3182
2018,Number,81,M,2847
2018,Number,82,M,2409
2018,Number,83,M,1983
2018,Number,84,M,1654
2018,Number,85,M,1358
2018,Number,86,M,1055
2018,Number,87,M,884
2018,Number,88,M,705
2018,Number,89,M,562
2018,Number,90 +,M,1002
2018,Number,Total,F,587107
2018,Number,0,F,4371
2018,Number,1,F,4508
2018,Number,2,F,4508
2018,Number,3,F,4496
2018,Number,4,F,4579
2018,Number,5,F,4916
2018,Number,6,F,5161
2018,Number,7,F,5223
2018,Number,8,F,5415
2018,Number,9,F,5383
2018,Number,10,F,5349
2018,Number,11,F,5261
2018,Number,12,F,5244
2018,Number,13,F,5176
2018,Number,14,F,5260
2018,Number,15,F,5357
2018,Number,16,F,5484
2018,Number,17,F,5670
2018,Number,18,F,5778
2018,Number,19,F,6095
2018,Number,20,F,6639
2018,Number,21,F,6985
2018,Number,22,F,7003
2018,Number,23,F,6911
2018,Number,24,F,6060
2018,Number,25,F,5608
2018,Number,26,F,6164
2018,Number,27,F,6612
2018,Number,28,F,6723
2018,Number,29,F,6967
2018,Number,30,F,7272
2018,Number,31,F,7417
2018,Number,32,F,7532
2018,Number,33,F,7700
2018,Number,34,F,7856
2018,Number,35,F,7971
2018,Number,36,F,8012
2018,Number,37,F,7954
2018,Number,38,F,7906
2018,Number,39,F,7784
2018,Number,40,F,7861
2018,Number,41,F,8086
2018,Number,42,F,7990
2018,Number,43,F,7650
2018,Number,44,F,7557
2018,Number,45,F,7627
2018,Number,46,F,7494
2018,Number,47,F,7234
2018,Number,48,F,7169
2018,Number,49,F,7471
2018,Number,50,F,7809
2018,Number,51,F,8109
2018,Number,52,F,8496
2018,Number,53,F,8481
2018,Number,54,F,8578
2018,Number,55,F,8994
2018,Number,56,F,9128
2018,Number,57,F,9212
2018,Number,58,F,9323
2018,Number,59,F,9455
2018,Number,60,F,9229
2018,Number,61,F,9165
2018,Number,62,F,9556
2018,Number,63,F,9776
2018,Number,64,F,9786
2018,Number,65,F,9443
2018,Number,66,F,8830
2018,Number,67,F,8234
2018,Number,68,F,8411
2018,Number,69,F,7871
2018,Number,70,F,7399
2018,Number,71,F,6907
2018,Number,72,F,5760
2018,Number,73,F,4821
2018,Number,74,F,4852
2018,Number,75,F,4984
2018,Number,76,F,5202
2018,Number,77,F,5702
2018,Number,78,F,5693
2018,Number,79,F,5311
2018,Number,80,F,4946
2018,Number,81,F,4514
2018,Number,82,F,3960
2018,Number,83,F,3434
2018,Number,84,F,3001
2018,Number,85,F,2431
2018,Number,86,F,1900
2018,Number,87,F,1611
2018,Number,88,F,1274
2018,Number,89,F,962
2018,Number,90 +,F,2108
2019,Number,Total,Total,1142495
2019,Number,0,Total,9410
2019,Number,1,Total,9427
2019,Number,2,Total,9359
2019,Number,3,Total,9386
2019,Number,4,Total,9407
2019,Number,5,Total,9521
2019,Number,6,Total,10077
2019,Number,7,Total,10485
2019,Number,8,Total,10639
2019,Number,9,Total,11127
2019,Number,10,Total,11209
2019,Number,11,Total,10909
2019,Number,12,Total,10691
2019,Number,13,Total,10700
2019,Number,14,Total,10831
2019,Number,15,Total,10904
2019,Number,16,Total,11004
2019,Number,17,Total,11339
2019,Number,18,Total,11678
2019,Number,19,Total,11842
2019,Number,20,Total,12419
2019,Number,21,Total,13671
2019,Number,22,Total,14291
2019,Number,23,Total,14332
2019,Number,24,Total,14245
2019,Number,25,Total,12805
2019,Number,26,Total,11796
2019,Number,27,Total,12909
2019,Number,28,Total,13760
2019,Number,29,Total,13778
2019,Number,30,Total,14338
2019,Number,31,Total,14838
2019,Number,32,Total,15001
2019,Number,33,Total,15292
2019,Number,34,Total,15771
2019,Number,35,Total,16117
2019,Number,36,Total,16217
2019,Number,37,Total,16163
2019,Number,38,Total,16098
2019,Number,39,Total,15979
2019,Number,40,Total,15929
2019,Number,41,Total,16057
2019,Number,42,Total,16360
2019,Number,43,Total,16223
2019,Number,44,Total,15673
2019,Number,45,Total,15475
2019,Number,46,Total,15496
2019,Number,47,Total,15327
2019,Number,48,Total,14658
2019,Number,49,Total,14579
2019,Number,50,Total,15090
2019,Number,51,Total,15543
2019,Number,52,Total,16122
2019,Number,53,Total,16758
2019,Number,54,Total,16784
2019,Number,55,Total,16693
2019,Number,56,Total,17316
2019,Number,57,Total,17674
2019,Number,58,Total,17793
2019,Number,59,Total,17824
2019,Number,60,Total,17984
2019,Number,61,Total,17368
2019,Number,62,Total,17318
2019,Number,63,Total,17928
2019,Number,64,Total,18328
2019,Number,65,Total,18016
2019,Number,66,Total,17481
2019,Number,67,Total,16104
2019,Number,68,Total,14841
2019,Number,69,Total,15043
2019,Number,70,Total,13925
2019,Number,71,Total,12821
2019,Number,72,Total,11956
2019,Number,73,Total,9818
2019,Number,74,Total,8103
2019,Number,75,Total,8061
2019,Number,76,Total,8100
2019,Number,77,Total,8392
2019,Number,78,Total,9020
2019,Number,79,Total,8897
2019,Number,80,Total,8156
2019,Number,81,Total,7472
2019,Number,82,Total,6667
2019,Number,83,Total,5680
2019,Number,84,Total,4770
2019,Number,85,Total,4060
2019,Number,86,Total,3268
2019,Number,87,Total,2493
2019,Number,88,Total,2064
2019,Number,89,Total,1618
2019,Number,90 +,Total,3604
2019,Number,Total,M,558093
2019,Number,0,M,4954
2019,Number,1,M,4914
2019,Number,2,M,4858
2019,Number,3,M,4869
2019,Number,4,M,4904
2019,Number,5,M,4935
2019,Number,6,M,5144
2019,Number,7,M,5346
2019,Number,8,M,5422
2019,Number,9,M,5730
2019,Number,10,M,5809
2019,Number,11,M,5565
2019,Number,12,M,5421
2019,Number,13,M,5467
2019,Number,14,M,5615
2019,Number,15,M,5626
2019,Number,16,M,5638
2019,Number,17,M,5865
2019,Number,18,M,6003
2019,Number,19,M,6018
2019,Number,20,M,6355
2019,Number,21,M,7042
2019,Number,22,M,7344
2019,Number,23,M,7293
2019,Number,24,M,7305
2019,Number,25,M,6704
2019,Number,26,M,6207
2019,Number,27,M,6739
2019,Number,28,M,7138
2019,Number,29,M,7083
2019,Number,30,M,7359
2019,Number,31,M,7592
2019,Number,32,M,7578
2019,Number,33,M,7743
2019,Number,34,M,8086
2019,Number,35,M,8252
2019,Number,36,M,8231
2019,Number,37,M,8167
2019,Number,38,M,8137
2019,Number,39,M,8074
2019,Number,40,M,8117
2019,Number,41,M,8201
2019,Number,42,M,8308
2019,Number,43,M,8259
2019,Number,44,M,8022
2019,Number,45,M,7927
2019,Number,46,M,7911
2019,Number,47,M,7823
2019,Number,48,M,7431
2019,Number,49,M,7418
2019,Number,50,M,7623
2019,Number,51,M,7757
2019,Number,52,M,8020
2019,Number,53,M,8306
2019,Number,54,M,8300
2019,Number,55,M,8141
2019,Number,56,M,8382
2019,Number,57,M,8577
2019,Number,58,M,8633
2019,Number,59,M,8576
2019,Number,60,M,8558
2019,Number,61,M,8236
2019,Number,62,M,8191
2019,Number,63,M,8433
2019,Number,64,M,8620
2019,Number,65,M,8443
2019,Number,66,M,8102
2019,Number,67,M,7399
2019,Number,68,M,6743
2019,Number,69,M,6777
2019,Number,70,M,6209
2019,Number,71,M,5602
2019,Number,72,M,5189
2019,Number,73,M,4214
2019,Number,74,M,3428
2019,Number,75,M,3341
2019,Number,76,M,3309
2019,Number,77,M,3423
2019,Number,78,M,3611
2019,Number,79,M,3496
2019,Number,80,M,3179
2019,Number,81,M,2899
2019,Number,82,M,2565
2019,Number,83,M,2124
2019,Number,84,M,1727
2019,Number,85,M,1443
2019,Number,86,M,1161
2019,Number,87,M,885
2019,Number,88,M,728
2019,Number,89,M,565
2019,Number,90 +,M,1229
2019,Number,Total,F,584402
2019,Number,0,F,4456
2019,Number,1,F,4513
2019,Number,2,F,4501
2019,Number,3,F,4517
2019,Number,4,F,4503
2019,Number,5,F,4586
2019,Number,6,F,4933
2019,Number,7,F,5139
2019,Number,8,F,5217
2019,Number,9,F,5397
2019,Number,10,F,5400
2019,Number,11,F,5344
2019,Number,12,F,5270
2019,Number,13,F,5233
2019,Number,14,F,5216
2019,Number,15,F,5278
2019,Number,16,F,5366
2019,Number,17,F,5474
2019,Number,18,F,5675
2019,Number,19,F,5824
2019,Number,20,F,6064
2019,Number,21,F,6629
2019,Number,22,F,6947
2019,Number,23,F,7039
2019,Number,24,F,6940
2019,Number,25,F,6101
2019,Number,26,F,5589
2019,Number,27,F,6170
2019,Number,28,F,6622
2019,Number,29,F,6695
2019,Number,30,F,6979
2019,Number,31,F,7246
2019,Number,32,F,7423
2019,Number,33,F,7549
2019,Number,34,F,7685
2019,Number,35,F,7865
2019,Number,36,F,7986
2019,Number,37,F,7996
2019,Number,38,F,7961
2019,Number,39,F,7905
2019,Number,40,F,7812
2019,Number,41,F,7856
2019,Number,42,F,8052
2019,Number,43,F,7964
2019,Number,44,F,7651
2019,Number,45,F,7548
2019,Number,46,F,7585
2019,Number,47,F,7504
2019,Number,48,F,7227
2019,Number,49,F,7161
2019,Number,50,F,7467
2019,Number,51,F,7786
2019,Number,52,F,8102
2019,Number,53,F,8452
2019,Number,54,F,8484
2019,Number,55,F,8552
2019,Number,56,F,8934
2019,Number,57,F,9097
2019,Number,58,F,9160
2019,Number,59,F,9248
2019,Number,60,F,9426
2019,Number,61,F,9132
2019,Number,62,F,9127
2019,Number,63,F,9495
2019,Number,64,F,9708
2019,Number,65,F,9573
2019,Number,66,F,9379
2019,Number,67,F,8705
2019,Number,68,F,8098
2019,Number,69,F,8266
2019,Number,70,F,7716
2019,Number,71,F,7219
2019,Number,72,F,6767
2019,Number,73,F,5604
2019,Number,74,F,4675
2019,Number,75,F,4720
2019,Number,76,F,4791
2019,Number,77,F,4969
2019,Number,78,F,5409
2019,Number,79,F,5401
2019,Number,80,F,4977
2019,Number,81,F,4573
2019,Number,82,F,4102
2019,Number,83,F,3556
2019,Number,84,F,3043
2019,Number,85,F,2617
2019,Number,86,F,2107
2019,Number,87,F,1608
2019,Number,88,F,1336
2019,Number,89,F,1053
2019,Number,90 +,F,2375
2020,Number,Total,Total,1136274
2020,Number,0,Total,9194
2020,Number,1,Total,9402
2020,Number,2,Total,9430
2020,Number,3,Total,9361
2020,Number,4,Total,9379
2020,Number,5,Total,9410
2020,Number,6,Total,9528
2020,Number,7,Total,10085
2020,Number,8,Total,10475
2020,Number,9,Total,10642
2020,Number,10,Total,11127
2020,Number,11,Total,11207
2020,Number,12,Total,10909
2020,Number,13,Total,10683
2020,Number,14,Total,10698
2020,Number,15,Total,10826
2020,Number,16,Total,10898
2020,Number,17,Total,11001
2020,Number,18,Total,11322
2020,Number,19,Total,11675
2020,Number,20,Total,11845
2020,Number,21,Total,12431
2020,Number,22,Total,13671
2020,Number,23,Total,14271
2020,Number,24,Total,14322
2020,Number,25,Total,14239
2020,Number,26,Total,12795
2020,Number,27,Total,11793
2020,Number,28,Total,12916
2020,Number,29,Total,13769
2020,Number,30,Total,13790
2020,Number,31,Total,14319
2020,Number,32,Total,14839
2020,Number,33,Total,14991
2020,Number,34,Total,15307
2020,Number,35,Total,15770
2020,Number,36,Total,16094
2020,Number,37,Total,16212
2020,Number,38,Total,16151
2020,Number,39,Total,16090
2020,Number,40,Total,15976
2020,Number,41,Total,15914
2020,Number,42,Total,16038
2020,Number,43,Total,16318
2020,Number,44,Total,16195
2020,Number,45,Total,15656
2020,Number,46,Total,15435
2020,Number,47,Total,15454
2020,Number,48,Total,15286
2020,Number,49,Total,14612
2020,Number,50,Total,14528
2020,Number,51,Total,15029
2020,Number,52,Total,15463
2020,Number,53,Total,16032
2020,Number,54,Total,16652
2020,Number,55,Total,16684
2020,Number,56,Total,16564
2020,Number,57,Total,17179
2020,Number,58,Total,17522
2020,Number,59,Total,17617
2020,Number,60,Total,17645
2020,Number,61,Total,17753
2020,Number,62,Total,17154
2020,Number,63,Total,17084
2020,Number,64,Total,17645
2020,Number,65,Total,18029
2020,Number,66,Total,17717
2020,Number,67,Total,17132
2020,Number,68,Total,15759
2020,Number,69,Total,14514
2020,Number,70,Total,14650
2020,Number,71,Total,13554
2020,Number,72,Total,12408
2020,Number,73,Total,11573
2020,Number,74,Total,9450
2020,Number,75,Total,7782
2020,Number,76,Total,7688
2020,Number,77,Total,7710
2020,Number,78,Total,7901
2020,Number,79,Total,8437
2020,Number,80,Total,8250
2020,Number,81,Total,7494
2020,Number,82,Total,6771
2020,Number,83,Total,5963
2020,Number,84,Total,5003
2020,Number,85,Total,4175
2020,Number,86,Total,3483
2020,Number,87,Total,2760
2020,Number,88,Total,2054
2020,Number,89,Total,1693
2020,Number,90 +,Total,4022
2020,Number,Total,M,557422
2020,Number,0,M,4842
2020,Number,1,M,4961
2020,Number,2,M,4929
2020,Number,3,M,4871
2020,Number,4,M,4876
2020,Number,5,M,4920
2020,Number,6,M,4973
2020,Number,7,M,5166
2020,Number,8,M,5353
2020,Number,9,M,5442
2020,Number,10,M,5747
2020,Number,11,M,5813
2020,Number,12,M,5575
2020,Number,13,M,5424
2020,Number,14,M,5475
2020,Number,15,M,5626
2020,Number,16,M,5629
2020,Number,17,M,5650
2020,Number,18,M,5921
2020,Number,19,M,6055
2020,Number,20,M,6070
2020,Number,21,M,6412
2020,Number,22,M,7103
2020,Number,23,M,7413
2020,Number,24,M,7375
2020,Number,25,M,7407
2020,Number,26,M,6814
2020,Number,27,M,6278
2020,Number,28,M,6819
2020,Number,29,M,7225
2020,Number,30,M,7156
2020,Number,31,M,7410
2020,Number,32,M,7652
2020,Number,33,M,7616
2020,Number,34,M,7797
2020,Number,35,M,8123
2020,Number,36,M,8284
2020,Number,37,M,8272
2020,Number,38,M,8193
2020,Number,39,M,8171
2020,Number,40,M,8111
2020,Number,41,M,8147
2020,Number,42,M,8218
2020,Number,43,M,8302
2020,Number,44,M,8263
2020,Number,45,M,8047
2020,Number,46,M,7912
2020,Number,47,M,7898
2020,Number,48,M,7810
2020,Number,49,M,7416
2020,Number,50,M,7406
2020,Number,51,M,7593
2020,Number,52,M,7717
2020,Number,53,M,7971
2020,Number,54,M,8263
2020,Number,55,M,8246
2020,Number,56,M,8066
2020,Number,57,M,8310
2020,Number,58,M,8501
2020,Number,59,M,8530
2020,Number,60,M,8463
2020,Number,61,M,8418
2020,Number,62,M,8102
2020,Number,63,M,8047
2020,Number,64,M,8280
2020,Number,65,M,8439
2020,Number,66,M,8261
2020,Number,67,M,7884
2020,Number,68,M,7187
2020,Number,69,M,6551
2020,Number,70,M,6554
2020,Number,71,M,5997
2020,Number,72,M,5356
2020,Number,73,M,4976
2020,Number,74,M,4007
2020,Number,75,M,3273
2020,Number,76,M,3137
2020,Number,77,M,3129
2020,Number,78,M,3188
2020,Number,79,M,3335
2020,Number,80,M,3206
2020,Number,81,M,2890
2020,Number,82,M,2621
2020,Number,83,M,2263
2020,Number,84,M,1863
2020,Number,85,M,1507
2020,Number,86,M,1232
2020,Number,87,M,966
2020,Number,88,M,721
2020,Number,89,M,593
2020,Number,90 +,M,1411
2020,Number,Total,F,578852
2020,Number,0,F,4352
2020,Number,1,F,4441
2020,Number,2,F,4501
2020,Number,3,F,4490
2020,Number,4,F,4503
2020,Number,5,F,4490
2020,Number,6,F,4555
2020,Number,7,F,4919
2020,Number,8,F,5122
2020,Number,9,F,5200
2020,Number,10,F,5380
2020,Number,11,F,5394
2020,Number,12,F,5334
2020,Number,13,F,5259
2020,Number,14,F,5223
2020,Number,15,F,5200
2020,Number,16,F,5269
2020,Number,17,F,5351
2020,Number,18,F,5401
2020,Number,19,F,5620
2020,Number,20,F,5775
2020,Number,21,F,6019
2020,Number,22,F,6568
2020,Number,23,F,6858
2020,Number,24,F,6947
2020,Number,25,F,6832
2020,Number,26,F,5981
2020,Number,27,F,5515
2020,Number,28,F,6097
2020,Number,29,F,6544
2020,Number,30,F,6634
2020,Number,31,F,6909
2020,Number,32,F,7187
2020,Number,33,F,7375
