Year,UNIT_MEASURE,Age,Sex,Value
2020,Number,34,F,7510
2020,Number,35,F,7647
2020,Number,36,F,7810
2020,Number,37,F,7940
2020,Number,38,F,7958
2020,Number,39,F,7919
2020,Number,40,F,7865
2020,Number,41,F,7767
2020,Number,42,F,7820
2020,Number,43,F,8016
2020,Number,44,F,7932
2020,Number,45,F,7609
2020,Number,46,F,7523
2020,Number,47,F,7556
2020,Number,48,F,7476
2020,Number,49,F,7196
2020,Number,50,F,7122
2020,Number,51,F,7436
2020,Number,52,F,7746
2020,Number,53,F,8061
2020,Number,54,F,8389
2020,Number,55,F,8438
2020,Number,56,F,8498
2020,Number,57,F,8869
2020,Number,58,F,9021
2020,Number,59,F,9087
2020,Number,60,F,9182
2020,Number,61,F,9335
2020,Number,62,F,9052
2020,Number,63,F,9037
2020,Number,64,F,9365
2020,Number,65,F,9590
2020,Number,66,F,9456
2020,Number,67,F,9248
2020,Number,68,F,8572
2020,Number,69,F,7963
2020,Number,70,F,8096
2020,Number,71,F,7557
2020,Number,72,F,7052
2020,Number,73,F,6597
2020,Number,74,F,5443
2020,Number,75,F,4509
2020,Number,76,F,4551
2020,Number,77,F,4581
2020,Number,78,F,4713
2020,Number,79,F,5102
2020,Number,80,F,5044
2020,Number,81,F,4604
2020,Number,82,F,4150
2020,Number,83,F,3700
2020,Number,84,F,3140
2020,Number,85,F,2668
2020,Number,86,F,2251
2020,Number,87,F,1794
2020,Number,88,F,1333
2020,Number,89,F,1100
2020,Number,90 +,F,2611
2021,Number,Total,Total,1128309
2021,Number,0,Total,9194
2021,Number,1,Total,9193
2021,Number,2,Total,9407
2021,Number,3,Total,9433
2021,Number,4,Total,9349
2021,Number,5,Total,9395
2021,Number,6,Total,9430
2021,Number,7,Total,9529
2021,Number,8,Total,10080
2021,Number,9,Total,10477
2021,Number,10,Total,10651
2021,Number,11,Total,11122
2021,Number,12,Total,11211
2021,Number,13,Total,10907
2021,Number,14,Total,10675
2021,Number,15,Total,10706
2021,Number,16,Total,10830
2021,Number,17,Total,10899
2021,Number,18,Total,10989
2021,Number,19,Total,11323
2021,Number,20,Total,11680
2021,Number,21,Total,11853
2021,Number,22,Total,12418
2021,Number,23,Total,13661
2021,Number,24,Total,14268
2021,Number,25,Total,14333
2021,Number,26,Total,14243
2021,Number,27,Total,12793
2021,Number,28,Total,11788
2021,Number,29,Total,12904
2021,Number,30,Total,13778
2021,Number,31,Total,13785
2021,Number,32,Total,14324
2021,Number,33,Total,14840
2021,Number,34,Total,14989
2021,Number,35,Total,15316
2021,Number,36,Total,15764
2021,Number,37,Total,16083
2021,Number,38,Total,16195
2021,Number,39,Total,16144
2021,Number,40,Total,16073
2021,Number,41,Total,15967
2021,Number,42,Total,15898
2021,Number,43,Total,16008
2021,Number,44,Total,16284
2021,Number,45,Total,16176
2021,Number,46,Total,15615
2021,Number,47,Total,15393
2021,Number,48,Total,15424
2021,Number,49,Total,15235
2021,Number,50,Total,14549
2021,Number,51,Total,14460
2021,Number,52,Total,14965
2021,Number,53,Total,15380
2021,Number,54,Total,15939
2021,Number,55,Total,16542
2021,Number,56,Total,16549
2021,Number,57,Total,16416
2021,Number,58,Total,17017
2021,Number,59,Total,17335
2021,Number,60,Total,17415
2021,Number,61,Total,17398
2021,Number,62,Total,17519
2021,Number,63,Total,16882
2021,Number,64,Total,16794
2021,Number,65,Total,17310
2021,Number,66,Total,17686
2021,Number,67,Total,17324
2021,Number,68,Total,16697
2021,Number,69,Total,15326
2021,Number,70,Total,14106
2021,Number,71,Total,14174
2021,Number,72,Total,13089
2021,Number,73,Total,11971
2021,Number,74,Total,11067
2021,Number,75,Total,8998
2021,Number,76,Total,7376
2021,Number,77,Total,7269
2021,Number,78,Total,7211
2021,Number,79,Total,7325
2021,Number,80,Total,7732
2021,Number,81,Total,7517
2021,Number,82,Total,6720
2021,Number,83,Total,6019
2021,Number,84,Total,5215
2021,Number,85,Total,4308
2021,Number,86,Total,3529
2021,Number,87,Total,2892
2021,Number,88,Total,2246
2021,Number,89,Total,1640
2021,Number,90 +,Total,4370
2021,Number,Total,M,555675
2021,Number,0,M,4765
2021,Number,1,M,4851
2021,Number,2,M,4981
2021,Number,3,M,4945
2021,Number,4,M,4881
2021,Number,5,M,4903
2021,Number,6,M,4967
2021,Number,7,M,4997
2021,Number,8,M,5176
2021,Number,9,M,5372
2021,Number,10,M,5460
2021,Number,11,M,5743
2021,Number,12,M,5828
2021,Number,13,M,5584
2021,Number,14,M,5432
2021,Number,15,M,5495
2021,Number,16,M,5632
2021,Number,17,M,5639
2021,Number,18,M,5707
2021,Number,19,M,5979
2021,Number,20,M,6110
2021,Number,21,M,6123
2021,Number,22,M,6464
2021,Number,23,M,7176
2021,Number,24,M,7495
2021,Number,25,M,7480
2021,Number,26,M,7522
2021,Number,27,M,6890
2021,Number,28,M,6355
2021,Number,29,M,6891
2021,Number,30,M,7296
2021,Number,31,M,7217
2021,Number,32,M,7466
2021,Number,33,M,7694
2021,Number,34,M,7659
2021,Number,35,M,7842
2021,Number,36,M,8161
2021,Number,37,M,8313
2021,Number,38,M,8294
2021,Number,39,M,8228
2021,Number,40,M,8203
2021,Number,41,M,8146
2021,Number,42,M,8167
2021,Number,43,M,8223
2021,Number,44,M,8303
2021,Number,45,M,8272
2021,Number,46,M,8028
2021,Number,47,M,7893
2021,Number,48,M,7893
2021,Number,49,M,7796
2021,Number,50,M,7388
2021,Number,51,M,7372
2021,Number,52,M,7563
2021,Number,53,M,7680
2021,Number,54,M,7939
2021,Number,55,M,8204
2021,Number,56,M,8166
2021,Number,57,M,7984
2021,Number,58,M,8215
2021,Number,59,M,8384
2021,Number,60,M,8407
2021,Number,61,M,8312
2021,Number,62,M,8270
2021,Number,63,M,7933
2021,Number,64,M,7883
2021,Number,65,M,8074
2021,Number,66,M,8227
2021,Number,67,M,8015
2021,Number,68,M,7611
2021,Number,69,M,6934
2021,Number,70,M,6305
2021,Number,71,M,6265
2021,Number,72,M,5726
2021,Number,73,M,5114
2021,Number,74,M,4696
2021,Number,75,M,3776
2021,Number,76,M,3065
2021,Number,77,M,2942
2021,Number,78,M,2883
2021,Number,79,M,2908
2021,Number,80,M,3009
2021,Number,81,M,2889
2021,Number,82,M,2580
2021,Number,83,M,2306
2021,Number,84,M,1969
2021,Number,85,M,1576
2021,Number,86,M,1258
2021,Number,87,M,1011
2021,Number,88,M,783
2021,Number,89,M,577
2021,Number,90 +,M,1539
2021,Number,Total,F,572634
2021,Number,0,F,4429
2021,Number,1,F,4342
2021,Number,2,F,4426
2021,Number,3,F,4488
2021,Number,4,F,4468
2021,Number,5,F,4492
2021,Number,6,F,4463
2021,Number,7,F,4532
2021,Number,8,F,4904
2021,Number,9,F,5105
2021,Number,10,F,5191
2021,Number,11,F,5379
2021,Number,12,F,5383
2021,Number,13,F,5323
2021,Number,14,F,5243
2021,Number,15,F,5211
2021,Number,16,F,5198
2021,Number,17,F,5260
2021,Number,18,F,5282
2021,Number,19,F,5344
2021,Number,20,F,5570
2021,Number,21,F,5730
2021,Number,22,F,5954
2021,Number,23,F,6485
2021,Number,24,F,6773
2021,Number,25,F,6853
2021,Number,26,F,6721
2021,Number,27,F,5903
2021,Number,28,F,5433
2021,Number,29,F,6013
2021,Number,30,F,6482
2021,Number,31,F,6568
2021,Number,32,F,6858
2021,Number,33,F,7146
2021,Number,34,F,7330
2021,Number,35,F,7474
2021,Number,36,F,7603
2021,Number,37,F,7770
2021,Number,38,F,7901
2021,Number,39,F,7916
2021,Number,40,F,7870
2021,Number,41,F,7821
2021,Number,42,F,7731
2021,Number,43,F,7785
2021,Number,44,F,7981
2021,Number,45,F,7904
2021,Number,46,F,7587
2021,Number,47,F,7500
2021,Number,48,F,7531
2021,Number,49,F,7439
2021,Number,50,F,7161
2021,Number,51,F,7088
2021,Number,52,F,7402
2021,Number,53,F,7700
2021,Number,54,F,8000
2021,Number,55,F,8338
2021,Number,56,F,8383
2021,Number,57,F,8432
2021,Number,58,F,8802
2021,Number,59,F,8951
2021,Number,60,F,9008
2021,Number,61,F,9086
2021,Number,62,F,9249
2021,Number,63,F,8949
2021,Number,64,F,8911
2021,Number,65,F,9236
2021,Number,66,F,9459
2021,Number,67,F,9309
2021,Number,68,F,9086
2021,Number,69,F,8392
2021,Number,70,F,7801
2021,Number,71,F,7909
2021,Number,72,F,7363
2021,Number,73,F,6857
2021,Number,74,F,6371
2021,Number,75,F,5222
2021,Number,76,F,4311
2021,Number,77,F,4327
2021,Number,78,F,4328
2021,Number,79,F,4417
2021,Number,80,F,4723
2021,Number,81,F,4628
2021,Number,82,F,4140
2021,Number,83,F,3713
2021,Number,84,F,3246
2021,Number,85,F,2732
2021,Number,86,F,2271
2021,Number,87,F,1881
2021,Number,88,F,1463
2021,Number,89,F,1063
2021,Number,90 +,F,2831
2022,Number,Total,Total,1120236
2022,Number,0,Total,9175
2022,Number,1,Total,9192
2022,Number,2,Total,9189
2022,Number,3,Total,9409
2022,Number,4,Total,9429
2022,Number,5,Total,9369
2022,Number,6,Total,9400
2022,Number,7,Total,9427
2022,Number,8,Total,9522
2022,Number,9,Total,10078
2022,Number,10,Total,10490
2022,Number,11,Total,10649
2022,Number,12,Total,11125
2022,Number,13,Total,11206
2022,Number,14,Total,10902
2022,Number,15,Total,10690
2022,Number,16,Total,10707
2022,Number,17,Total,10815
2022,Number,18,Total,10875
2022,Number,19,Total,10982
2022,Number,20,Total,11329
2022,Number,21,Total,11686
2022,Number,22,Total,11851
2022,Number,23,Total,12394
2022,Number,24,Total,13641
2022,Number,25,Total,14273
2022,Number,26,Total,14310
2022,Number,27,Total,14228
2022,Number,28,Total,12783
2022,Number,29,Total,11776
2022,Number,30,Total,12913
2022,Number,31,Total,13766
2022,Number,32,Total,13787
2022,Number,33,Total,14314
2022,Number,34,Total,14830
2022,Number,35,Total,15002
2022,Number,36,Total,15297
2022,Number,37,Total,15750
2022,Number,38,Total,16071
2022,Number,39,Total,16184
2022,Number,40,Total,16129
2022,Number,41,Total,16050
2022,Number,42,Total,15948
2022,Number,43,Total,15865
2022,Number,44,Total,15986
2022,Number,45,Total,16262
2022,Number,46,Total,16142
2022,Number,47,Total,15569
2022,Number,48,Total,15358
2022,Number,49,Total,15378
2022,Number,50,Total,15165
2022,Number,51,Total,14486
2022,Number,52,Total,14408
2022,Number,53,Total,14884
2022,Number,54,Total,15295
2022,Number,55,Total,15836
2022,Number,56,Total,16416
2022,Number,57,Total,16407
2022,Number,58,Total,16233
2022,Number,59,Total,16825
2022,Number,60,Total,17138
2022,Number,61,Total,17177
2022,Number,62,Total,17168
2022,Number,63,Total,17243
2022,Number,64,Total,16603
2022,Number,65,Total,16491
2022,Number,66,Total,16977
2022,Number,67,Total,17291
2022,Number,68,Total,16892
2022,Number,69,Total,16242
2022,Number,70,Total,14905
2022,Number,71,Total,13655
2022,Number,72,Total,13691
2022,Number,73,Total,12617
2022,Number,74,Total,11455
2022,Number,75,Total,10568
2022,Number,76,Total,8554
2022,Number,77,Total,6965
2022,Number,78,Total,6803
2022,Number,79,Total,6688
2022,Number,80,Total,6748
2022,Number,81,Total,7035
2022,Number,82,Total,6752
2022,Number,83,Total,5978
2022,Number,84,Total,5289
2022,Number,85,Total,4494
2022,Number,86,Total,3691
2022,Number,87,Total,2923
2022,Number,88,Total,2381
2022,Number,89,Total,1766
2022,Number,90 +,Total,4598
2022,Number,Total,M,551376
2022,Number,Total,M,4688
2022,Number,Total,M,4760
2022,Number,Total,M,4849
2022,Number,Total,M,4978
2022,Number,Total,M,4942
2022,Number,Total,M,4885
2022,Number,Total,M,4916
2022,Number,Total,M,4968
2022,Number,Total,M,4992
2022,Number,Total,M,5178
2022,Number,Total,M,5380
2022,Number,Total,M,5458
2022,Number,Total,M,5746
2022,Number,Total,M,5825
2022,Number,Total,M,5585
2022,Number,Total,M,5432
2022,Number,Total,M,5493
2022,Number,Total,M,5628
2022,Number,Total,M,5627
2022,Number,Total,M,5705
2022,Number,Total,M,5979
2022,Number,Total,M,6108
2022,Number,Total,M,6114
2022,Number,Total,M,6455
2022,Number,Total,M,7169
2022,Number,Total,M,7494
2022,Number,Total,M,7464
2022,Number,Total,M,7522
2022,Number,Total,M,6889
2022,Number,Total,M,6348
2022,Number,Total,M,6895
2022,Number,Total,M,7288
2022,Number,Total,M,7213
2022,Number,Total,M,7457
2022,Number,Total,M,7695
2022,Number,Total,M,7664
2022,Number,Total,M,7834
2022,Number,Total,M,8154
2022,Number,Total,M,8302
2022,Number,Total,M,8289
2022,Number,Total,M,8217
2022,Number,Total,M,8187
2022,Number,Total,M,8120
2022,Number,Total,M,8149
2022,Number,Total,M,8213
2022,Number,Total,M,8287
2022,Number,Total,M,8240
2022,Number,Total,M,8000
2022,Number,Total,M,7870
2022,Number,Total,M,7851
2022,Number,Total,M,7753
2022,Number,Total,M,7348
2022,Number,Total,M,7327
2022,Number,Total,M,7511
2022,Number,Total,M,7613
2022,Number,Total,M,7867
2022,Number,Total,M,8111
2022,Number,Total,M,8068
2022,Number,Total,M,7852
2022,Number,Total,M,8078
2022,Number,Total,M,8249
2022,Number,Total,M,8245
2022,Number,Total,M,8148
2022,Number,Total,M,8085
2022,Number,Total,M,7751
2022,Number,Total,M,7668
2022,Number,Total,M,7856
2022,Number,Total,M,7969
2022,Number,Total,M,7736
2022,Number,Total,M,7327
2022,Number,Total,M,6668
2022,Number,Total,M,6025
2022,Number,Total,M,5976
2022,Number,Total,M,5432
2022,Number,Total,M,4823
2022,Number,Total,M,4410
2022,Number,Total,M,3537
2022,Number,Total,M,2853
2022,Number,Total,M,2716
2022,Number,Total,M,2629
2022,Number,Total,M,2650
2022,Number,Total,M,2703
2022,Number,Total,M,2562
2022,Number,Total,M,2271
2022,Number,Total,M,2004
2022,Number,Total,M,1658
2022,Number,Total,M,1323
2022,Number,Total,M,1032
2022,Number,Total,M,813
2022,Number,Total,M,612
2022,Number,Total,M,1615
2022,Number,Total,F,568860
2022,Number,Total,F,4487
2022,Number,Total,F,4432
2022,Number,Total,F,4340
2022,Number,Total,F,4431
2022,Number,Total,F,4487
2022,Number,Total,F,4484
2022,Number,Total,F,4484
2022,Number,Total,F,4459
2022,Number,Total,F,4530
2022,Number,Total,F,4900
2022,Number,Total,F,5110
2022,Number,Total,F,5191
2022,Number,Total,F,5379
2022,Number,Total,F,5381
2022,Number,Total,F,5317
2022,Number,Total,F,5258
2022,Number,Total,F,5214
2022,Number,Total,F,5187
2022,Number,Total,F,5248
2022,Number,Total,F,5277
2022,Number,Total,F,5350
2022,Number,Total,F,5578
2022,Number,Total,F,5737
2022,Number,Total,F,5939
2022,Number,Total,F,6472
2022,Number,Total,F,6779
2022,Number,Total,F,6846
2022,Number,Total,F,6706
2022,Number,Total,F,5894
2022,Number,Total,F,5428
2022,Number,Total,F,6018
2022,Number,Total,F,6478
2022,Number,Total,F,6574
2022,Number,Total,F,6857
2022,Number,Total,F,7135
2022,Number,Total,F,7338
2022,Number,Total,F,7463
2022,Number,Total,F,7596
2022,Number,Total,F,7769
2022,Number,Total,F,7895
2022,Number,Total,F,7912
2022,Number,Total,F,7863
2022,Number,Total,F,7828
2022,Number,Total,F,7716
2022,Number,Total,F,7773
2022,Number,Total,F,7975
2022,Number,Total,F,7902
2022,Number,Total,F,7569
2022,Number,Total,F,7488
2022,Number,Total,F,7527
2022,Number,Total,F,7412
2022,Number,Total,F,7138
2022,Number,Total,F,7081
2022,Number,Total,F,7373
2022,Number,Total,F,7682
2022,Number,Total,F,7969
2022,Number,Total,F,8305
2022,Number,Total,F,8339
2022,Number,Total,F,8381
2022,Number,Total,F,8747
2022,Number,Total,F,8889
2022,Number,Total,F,8932
2022,Number,Total,F,9020
2022,Number,Total,F,9158
2022,Number,Total,F,8852
2022,Number,Total,F,8823
2022,Number,Total,F,9121
2022,Number,Total,F,9322
2022,Number,Total,F,9156
2022,Number,Total,F,8915
2022,Number,Total,F,8237
2022,Number,Total,F,7630
2022,Number,Total,F,7715
2022,Number,Total,F,7185
2022,Number,Total,F,6632
2022,Number,Total,F,6158
2022,Number,Total,F,5017
2022,Number,Total,F,4112
2022,Number,Total,F,4087
2022,Number,Total,F,4059
2022,Number,Total,F,4098
2022,Number,Total,F,4332
2022,Number,Total,F,4190
2022,Number,Total,F,3707
2022,Number,Total,F,3285
2022,Number,Total,F,2836
2022,Number,Total,F,2368
2022,Number,Total,F,1891
2022,Number,Total,F,1568
2022,Number,Total,F,1154
2022,Number,Total,F,2983
