Year,UNIT_MEASURE,Administrative area,Sex,Mother tongue,Value
2013,Number,Rogatica,M,Unknown language,2
2013,Number,Rogatica,F,Unknown language,3
2013,Number,Rudo,Total,Unknown language,5
2013,Number,Rudo,M,Unknown language,2
2013,Number,Rudo,F,Unknown language,3
2013,Number,Sokolac,Total,Unknown language,21
2013,Number,Sokolac,M,Unknown language,7
2013,Number,Sokolac,F,Unknown language,14
2013,Number,Srbac,Total,Unknown language,41
2013,Number,Srbac,M,Unknown language,21
2013,Number,Srbac,F,Unknown language,20
2013,Number,Srebrenica,Total,Unknown language,29
2013,Number,Srebrenica,M,Unknown language,14
2013,Number,Srebrenica,F,Unknown language,15
2013,Number,Teslic,Total,Unknown language,58
2013,Number,Teslic,M,Unknown language,27
2013,Number,Teslic,F,Unknown language,31
2013,Number,City of Trebinje,Total,Unknown language,21
2013,Number,City of Trebinje,M,Unknown language,13
2013,Number,City of Trebinje,F,Unknown language,8
2013,Number,Trnovo,Total,Unknown language,1
2013,Number,Trnovo,M,Unknown language,0
2013,Number,Trnovo,F,Unknown language,1
2013,Number,Ugljevik,Total,Unknown language,16
2013,Number,Ugljevik,M,Unknown language,13
2013,Number,Ugljevik,F,Unknown language,3
2013,Number,Foca,Total,Unknown language,17
2013,Number,Foca,M,Unknown language,9
2013,Number,Foca,F,Unknown language,8
2013,Number,Han Pijesak,Total,Unknown language,0
2013,Number,Han Pijesak,M,Unknown language,0
2013,Number,Han Pijesak,F,Unknown language,0
2013,Number,Cajnice,Total,Unknown language,5
2013,Number,Cajnice,M,Unknown language,2
2013,Number,Cajnice,F,Unknown language,3
2013,Number,Celinac,Total,Unknown language,15
2013,Number,Celinac,M,Unknown language,7
2013,Number,Celinac,F,Unknown language,8
2013,Number,Samac,Total,Unknown language,21
2013,Number,Samac,M,Unknown language,12
2013,Number,Samac,F,Unknown language,9
2013,Number,Sekovici,Total,Unknown language,9
2013,Number,Sekovici,M,Unknown language,3
2013,Number,Sekovici,F,Unknown language,6
2013,Number,Sipovo,Total,Unknown language,8
2013,Number,Sipovo,M,Unknown language,6
2013,Number,Sipovo,F,Unknown language,2
