Year,UNIT_MEASURE,Sex,Value
2016,Number,Total,47
2017,Number,Total,54
2018,Number,Total,43
2019,Number,Total,42
2020,Number,Total,64
2021,Number,Total,40
2016,Number,M,20
2017,Number,M,37
2018,Number,M,28
2019,Number,M,26
2020,Number,M,34
2021,Number,M,21
2016,Number,F,27
2017,Number,F,17
2018,Number,F,15
2019,Number,F,16
2020,Number,F,30
2021,Number,F,19
2022,Number,Total,67
2022,Number,M,34
2022,Number,F,33
