Year,UNIT_MEASURE,Value
2005,Number,3
2008,Number,0
2009,Number,0
2010,Number,3
2011,Number,2
2012,Number,1
2013,Number,3
2014,Number,2
2015,Number,2
2016,Number,3
2017,Number,2
2018,Number,5
2019,Number,6
2020,Number,3
2021,Number,4
