Year,UNIT_MEASURE,Value
2009,Number,194
2010,Number,205
2011,Number,218
2012,Number,227
2013,Number,252
2014,Number,238
2015,Number,264
2016,Number,272
2017,Number,288
2018,Number,277
2019,Number,299
2020,Number,284
2021,Number,281
