Year,Value,UNIT_MEASURE
2005,28,Broj
2006,32,Broj
2007,37,Broj
2008,41,Broj
2009,44,Broj
2010,46,Broj
2011,46,Broj
2012,48,Broj
2013,48,Broj
2014,48,Broj
2015,59,Broj
2016,61,Broj
2017,58,Broj
2018,58,Broj
