Year,Value,UNIT_MEASURE
2019,12.8,crude_death_rate_1000
2020,12.8,crude_death_rate_1000
2025,13.2,crude_death_rate_1000
2030,13.7,crude_death_rate_1000
2035,14.4,crude_death_rate_1000
2040,15.2,crude_death_rate_1000
2045,15.7,crude_death_rate_1000
2050,15.9,crude_death_rate_1000
2055,16.0,crude_death_rate_1000
2060,16.1,crude_death_rate_1000
2065,16.3,crude_death_rate_1000
2070,16.6,crude_death_rate_1000
