Year,Value,UNIT_MEASURE
2005,28,Број
2006,32,Број
2007,37,Број
2008,41,Број
2009,44,Број
2010,46,Број
2011,46,Број
2012,48,Број
2013,48,Број
2014,48,Број
2015,59,Број
2016,61,Број
2017,58,Број
2018,58,Број
