Year,Value,UNIT_MEASURE
2018,43.58,Број
2019,43.82,Број
2020,44.06,Број
2025,45.23,Број
2030,46.32,Број
2035,47.31,Број
2040,48.15,Број
2045,48.84,Број
2050,49.43,Број
2055,49.96,Број
2060,50.44,Број
2065,50.86,Број
2070,51.19,Број
