Year,Value,UNIT_MEASURE
2005,421.0,Број
2006,409.0,Број
2007,,Број
2008,417.0,Број
2009,406.0,Број
2010,395.0,Број
2011,390.0,Број
2012,397.0,Број
2013,377.0,Број
2014,379.0,Број
2015,371.0,Број
2016,371.0,Број
2017,363.0,Број
2018,371.0,Број
