Year,Value,UNIT_MEASURE
1999,147,Број
2000,143,Број
2001,145,Број
2002,150,Број
2003,151,Број
2004,154,Број
2005,128,Број
2006,133,Број
2007,138,Број
2008,142,Број
2009,146,Број
2010,152,Број
2011,160,Број
2012,165,Број
2013,171,Број
2014,174,Број
2015,214,Број
2016,219,Број
2017,219,Број
2018,225,Број
