Year,UNIT_MEASURE,Value
1999,Broj,5470
2000,Broj,4697
2001,Broj,4565
2002,Broj,3985
2003,Broj,3881
2004,Broj,3652
2005,Broj,3804
2006,Broj,4017
2007,Broj,4509
2008,Broj,4455
2009,Broj,4386
2010,Broj,4370
2011,Broj,4403
2012,Broj,4558
2013,Broj,4565
2014,Broj,4628
2015,Broj,4643
2016,Broj,4628
2017,Broj,4557
2018,Broj,4820
2019,Broj,4692
2020,Broj,5072
2021,Broj,5150
2022,Broj,5274
2023,Broj,5154
2024,Broj,5145
