Year,UNIT_MEASURE,Пол,Value
2016,Број,Оба пола,9953
2016,Број,M,5184
2016,Број,Ж,4769
2017,Број,Оба пола,10240
2017,Број,M,5298
2017,Број,Ж,4942
2018,Број,Оба пола,12156
2018,Број,M,6341
2018,Број,Ж,5815
2019,Број,Оба пола,13138
2019,Број,M,6801
2019,Број,Ж,6337
2020,Број,Оба пола,11247
2020,Број,M,5852
2020,Број,Ж,5395
