Year,UNIT_MEASURE,Sex,Value
2016,Number,Total,95
2016,Number,M,49
2016,Number,F,46
2017,Number,Total,130
2017,Number,M,70
2017,Number,F,60
2018,Number,Total,119
2018,Number,M,56
2018,Number,F,63
2019,Number,Total,165
2019,Number,M,71
2019,Number,F,94
2020,Number,Total,184
2020,Number,M,79
2020,Number,F,105
