Year,UNIT_MEASURE,Value
1997,Broj,0.42
1998,Broj,1.59
1999,Broj,0.5
2000,Broj,0.0
2001,Broj,0.42
2002,Broj,0.33
2003,Broj,0.34
2004,Broj,0.08
2005,Broj,0.0
2006,Broj,0.35
2007,Broj,0.07
2008,Broj,0.0
2009,Broj,0.28
2010,Broj,0.28
2011,Broj,0.35
2012,Broj,0.56
2013,Broj,0.56
2014,Broj,0.14
2015,Broj,0.17
2016,Broj,0.6
2017,Broj,0.43
2018,Broj,0.44
2019,Broj,0.4
2020,Broj,0.25
2021,Broj,1.4
2022,Broj,1.8
