Year,UNIT_MEASURE,Sex,Value
2017,Number,Total,10384
2017,Number,M,5321
2017,Number,F,5063
2018,Number,Total,10201
2018,Number,M,5194
2018,Number,F,5007
2019,Number,Total,10300
2019,Number,M,5238
2019,Number,F,5062
2020,Number,Total,9904
2020,Number,M,5039
2020,Number,F,4865
