Year,UNIT_MEASURE,Teritory,Пол,Literacy,Value
2013,Број,PRIJEDOR,M,illiterates_percentage,1.17
2013,Број,PRIJEDOR,Ж,illiterates_percentage,4.56
2013,Број,PRNJAVOR,Оба пола,illiterates_percentage,4.51
2013,Број,PRNJAVOR,M,illiterates_percentage,1.35
2013,Број,PRNJAVOR,Ж,illiterates_percentage,7.46
2013,Број,RIBNIK,Оба пола,illiterates_percentage,8.50
2013,Број,RIBNIK,M,illiterates_percentage,2.60
2013,Број,RIBNIK,Ж,illiterates_percentage,14.25
2013,Број,ROGATICA,Оба пола,illiterates_percentage,3.76
2013,Број,ROGATICA,M,illiterates_percentage,0.83
2013,Број,ROGATICA,Ж,illiterates_percentage,6.56
2013,Број,RUDO,Оба пола,illiterates_percentage,2.22
2013,Број,RUDO,M,illiterates_percentage,0.77
2013,Број,RUDO,Ж,illiterates_percentage,3.70
2013,Број,SOKOLAC,Оба пола,illiterates_percentage,2.18
2013,Број,SOKOLAC,M,illiterates_percentage,0.48
2013,Број,SOKOLAC,Ж,illiterates_percentage,3.82
2013,Број,SRBAC,Оба пола,illiterates_percentage,3.50
2013,Број,SRBAC,M,illiterates_percentage,1.35
2013,Број,SRBAC,Ж,illiterates_percentage,5.55
2013,Број,SREBRENICA,Оба пола,illiterates_percentage,5.85
2013,Број,SREBRENICA,M,illiterates_percentage,1.22
2013,Број,SREBRENICA,Ж,illiterates_percentage,10.26
2013,Број,TESLIC,Оба пола,illiterates_percentage,5.93
2013,Број,TESLIC,M,illiterates_percentage,1.43
2013,Број,TESLIC,Ж,illiterates_percentage,10.00
2013,Број,TREBINJE,Оба пола,illiterates_percentage,0.93
2013,Број,TREBINJE,M,illiterates_percentage,0.25
2013,Број,TREBINJE,Ж,illiterates_percentage,1.57
2013,Број,TRNOVO,Оба пола,illiterates_percentage,4.10
2013,Број,TRNOVO,M,illiterates_percentage,1.13
2013,Број,TRNOVO,Ж,illiterates_percentage,6.84
2013,Број,UGLJEVIK,Оба пола,illiterates_percentage,3.29
2013,Број,UGLJEVIK,M,illiterates_percentage,0.99
2013,Број,UGLJEVIK,Ж,illiterates_percentage,5.61
2013,Број,FOCA,Оба пола,illiterates_percentage,2.41
2013,Број,FOCA,M,illiterates_percentage,0.63
2013,Број,FOCA,Ж,illiterates_percentage,4.21
2013,Број,HAN PIJESAK,Оба пола,illiterates_percentage,2.76
2013,Број,HAN PIJESAK,M,illiterates_percentage,0.67
2013,Број,HAN PIJESAK,Ж,illiterates_percentage,4.61
2013,Број,CAJNICE,Оба пола,illiterates_percentage,3.26
2013,Број,CAJNICE,M,illiterates_percentage,1.02
2013,Број,CAJNICE,Ж,illiterates_percentage,5.55
2013,Број,CELINAC,Оба пола,illiterates_percentage,3.46
2013,Број,CELINAC,M,illiterates_percentage,0.83
2013,Број,CELINAC,Ж,illiterates_percentage,6.01
2013,Број,SAMAC,Оба пола,illiterates_percentage,1.99
2013,Број,SAMAC,M,illiterates_percentage,0.76
2013,Број,SAMAC,Ж,illiterates_percentage,3.14
2013,Број,SEKOVICI,Оба пола,illiterates_percentage,7.34
2013,Број,SEKOVICI,M,illiterates_percentage,2.89
2013,Број,SEKOVICI,Ж,illiterates_percentage,11.67
2013,Број,SIPOVO,Оба пола,illiterates_percentage,4.74
2013,Број,SIPOVO,M,illiterates_percentage,1.07
2013,Број,SIPOVO,Ж,illiterates_percentage,8.46
2013,Број,REPUBLIKA SRPSKA,Оба пола,Непознато,10476
2013,Број,REPUBLIKA SRPSKA,M,Непознато,3675
2013,Број,REPUBLIKA SRPSKA,Ж,Непознато,6801
2013,Број,BANJA LUKA,Оба пола,Непознато,1192
2013,Број,BANJA LUKA,M,Непознато,413
2013,Број,BANJA LUKA,Ж,Непознато,779
2013,Број,BERKOVICI,Оба пола,Непознато,27
2013,Број,BERKOVICI,M,Непознато,10
2013,Број,BERKOVICI,Ж,Непознато,17
2013,Број,BIJELJINA,Оба пола,Непознато,916
2013,Број,BIJELJINA,M,Непознато,302
2013,Број,BIJELJINA,Ж,Непознато,614
2013,Број,BILECA,Оба пола,Непознато,83
2013,Број,BILECA,M,Непознато,27
2013,Број,BILECA,Ж,Непознато,56
2013,Број,BRATUNAC,Оба пола,Непознато,239
2013,Број,BRATUNAC,M,Непознато,80
2013,Број,BRATUNAC,Ж,Непознато,159
2013,Број,BROD,Оба пола,Непознато,178
2013,Број,BROD,M,Непознато,59
2013,Број,BROD,Ж,Непознато,119
2013,Број,VISEGRAD,Оба пола,Непознато,91
2013,Број,VISEGRAD,M,Непознато,32
2013,Број,VISEGRAD,Ж,Непознато,59
2013,Број,VLASENICA,Оба пола,Непознато,185
2013,Број,VLASENICA,M,Непознато,65
2013,Број,VLASENICA,Ж,Непознато,120
2013,Број,VUKOSAVLJE,Оба пола,Непознато,76
2013,Број,VUKOSAVLJE,M,Непознато,29
2013,Број,VUKOSAVLJE,Ж,Непознато,47
2013,Број,GACKO,Оба пола,Непознато,71
2013,Број,GACKO,M,Непознато,24
2013,Број,GACKO,Ж,Непознато,47
2013,Број,GRADISKA,Оба пола,Непознато,423
2013,Број,GRADISKA,M,Непознато,163
2013,Број,GRADISKA,Ж,Непознато,260
2013,Број,DERVENTA,Оба пола,Непознато,368
2013,Број,DERVENTA,M,Непознато,135
2013,Број,DERVENTA,Ж,Непознато,233
2013,Број,DOBOJ,Оба пола,Непознато,481
2013,Број,DOBOJ,M,Непознато,166
2013,Број,DOBOJ,Ж,Непознато,315
2013,Број,DONJI ZABAR,Оба пола,Непознато,81
2013,Број,DONJI ZABAR,M,Непознато,33
2013,Број,DONJI ZABAR,Ж,Непознато,48
2013,Број,ZVORNIK,Оба пола,Непознато,666
2013,Број,ZVORNIK,M,Непознато,204
2013,Број,ZVORNIK,Ж,Непознато,462
2013,Број,ISTOCNA ILIDZA,Оба пола,Непознато,67
2013,Број,ISTOCNA ILIDZA,M,Непознато,21
2013,Број,ISTOCNA ILIDZA,Ж,Непознато,46
2013,Број,ISTOCNI STARI GRAD,Оба пола,Непознато,6
2013,Број,ISTOCNI STARI GRAD,M,Непознато,2
2013,Број,ISTOCNI STARI GRAD,Ж,Непознато,4
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,Непознато,36
2013,Број,ISTOCNO NOVO SARAJEVO,M,Непознато,12
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,Непознато,24
2013,Број,JEZERO,Оба пола,Непознато,6
2013,Број,JEZERO,M,Непознато,2
2013,Број,JEZERO,Ж,Непознато,4
2013,Број,KALINOVIK,Оба пола,Непознато,12
2013,Број,KALINOVIK,M,Непознато,5
2013,Број,KALINOVIK,Ж,Непознато,7
2013,Број,KNEZEVO,Оба пола,Непознато,78
2013,Број,KNEZEVO,M,Непознато,32
2013,Број,KNEZEVO,Ж,Непознато,46
2013,Број,KOZARSKA DUBICA,Оба пола,Непознато,124
2013,Број,KOZARSKA DUBICA,M,Непознато,48
2013,Број,KOZARSKA DUBICA,Ж,Непознато,76
2013,Број,KOSTAJNICA,Оба пола,Непознато,34
2013,Број,KOSTAJNICA,M,Непознато,15
2013,Број,KOSTAJNICA,Ж,Непознато,19
2013,Број,KOTOR VAROS,Оба пола,Непознато,216
2013,Број,KOTOR VAROS,M,Непознато,73
2013,Број,KOTOR VAROS,Ж,Непознато,143
2013,Број,KRUPA NA UNI,Оба пола,Непознато,4
2013,Број,KRUPA NA UNI,M,Непознато,1
2013,Број,KRUPA NA UNI,Ж,Непознато,3
2013,Број,KUPRES,Оба пола,Непознато,1
2013,Број,KUPRES,Ж,Непознато,1
2013,Број,LAKTASI,Оба пола,Непознато,314
2013,Број,LAKTASI,M,Непознато,117
2013,Број,LAKTASI,Ж,Непознато,197
2013,Број,LOPARE,Оба пола,Непознато,156
2013,Број,LOPARE,M,Непознато,62
2013,Број,LOPARE,Ж,Непознато,94
2013,Број,LJUBINJE,Оба пола,Непознато,22
2013,Број,LJUBINJE,M,Непознато,7
2013,Број,LJUBINJE,Ж,Непознато,15
2013,Број,MILICI,Оба пола,Непознато,157
2013,Број,MILICI,M,Непознато,42
2013,Број,MILICI,Ж,Непознато,115
2013,Број,MODRICA,Оба пола,Непознато,346
2013,Број,MODRICA,M,Непознато,128
2013,Број,MODRICA,Ж,Непознато,218
2013,Број,MRKONJIC GRAD,Оба пола,Непознато,177
2013,Број,MRKONJIC GRAD,M,Непознато,65
2013,Број,MRKONJIC GRAD,Ж,Непознато,112
2013,Број,NEVESINJE,Оба пола,Непознато,95
2013,Број,NEVESINJE,M,Непознато,40
2013,Број,NEVESINJE,Ж,Непознато,55
2013,Број,NOVI GRAD,Оба пола,Непознато,265
2013,Број,NOVI GRAD,M,Непознато,96
2013,Број,NOVI GRAD,Ж,Непознато,169
2013,Број,NOVO GORAZDE,Оба пола,Непознато,16
2013,Број,NOVO GORAZDE,M,Непознато,3
2013,Број,NOVO GORAZDE,Ж,Непознато,13
2013,Број,OSMACI,Оба пола,Непознато,41
2013,Број,OSMACI,M,Непознато,15
2013,Број,OSMACI,Ж,Непознато,26
2013,Број,OSTRA LUKA,Оба пола,Непознато,19
2013,Број,OSTRA LUKA,M,Непознато,10
2013,Број,OSTRA LUKA,Ж,Непознато,9
2013,Број,PALE,Оба пола,Непознато,99
2013,Број,PALE,M,Непознато,31
2013,Број,PALE,Ж,Непознато,68
2013,Број,PELAGICEVO,Оба пола,Непознато,132
2013,Број,PELAGICEVO,M,Непознато,59
2013,Број,PELAGICEVO,Ж,Непознато,73
2013,Број,PETROVAC,Оба пола,Непознато,1
2013,Број,PETROVAC,M,Непознато,1
2013,Број,PETROVAC,Ж,Непознато,-
2013,Број,PETROVO,Оба пола,Непознато,35
2013,Број,PETROVO,M,Непознато,13
2013,Број,PETROVO,Ж,Непознато,22
2013,Број,PRIJEDOR,Оба пола,Непознато,816
2013,Број,PRIJEDOR,M,Непознато,283
2013,Број,PRIJEDOR,Ж,Непознато,533
2013,Број,PRNJAVOR,Оба пола,Непознато,223
2013,Број,PRNJAVOR,M,Непознато,90
2013,Број,PRNJAVOR,Ж,Непознато,133
2013,Број,RIBNIK,Оба пола,Непознато,41
2013,Број,RIBNIK,M,Непознато,13
2013,Број,RIBNIK,Ж,Непознато,28
2013,Број,ROGATICA,Оба пола,Непознато,110
2013,Број,ROGATICA,M,Непознато,24
2013,Број,ROGATICA,Ж,Непознато,86
2013,Број,RUDO,Оба пола,Непознато,40
2013,Број,RUDO,M,Непознато,16
2013,Број,RUDO,Ж,Непознато,24
2013,Број,SOKOLAC,Оба пола,Непознато,69
2013,Број,SOKOLAC,M,Непознато,29
2013,Број,SOKOLAC,Ж,Непознато,40
2013,Број,SRBAC,Оба пола,Непознато,250
2013,Број,SRBAC,M,Непознато,90
2013,Број,SRBAC,Ж,Непознато,160
2013,Број,SREBRENICA,Оба пола,Непознато,134
2013,Број,SREBRENICA,M,Непознато,26
2013,Број,SREBRENICA,Ж,Непознато,108
2013,Број,TESLIC,Оба пола,Непознато,346
2013,Број,TESLIC,M,Непознато,124
2013,Број,TESLIC,Ж,Непознато,222
2013,Број,TREBINJE,Оба пола,Непознато,188
2013,Број,TREBINJE,M,Непознато,59
2013,Број,TREBINJE,Ж,Непознато,129
2013,Број,TRNOVO,Оба пола,Непознато,12
2013,Број,TRNOVO,M,Непознато,4
2013,Број,TRNOVO,Ж,Непознато,8
2013,Број,UGLJEVIK,Оба пола,Непознато,98
2013,Број,UGLJEVIK,M,Непознато,37
2013,Број,UGLJEVIK,Ж,Непознато,61
2013,Број,FOCA,Оба пола,Непознато,128
2013,Број,FOCA,M,Непознато,51
2013,Број,FOCA,Ж,Непознато,77
2013,Број,HAN PIJESAK,Оба пола,Непознато,13
2013,Број,HAN PIJESAK,M,Непознато,4
2013,Број,HAN PIJESAK,Ж,Непознато,9
2013,Број,CAJNICE,Оба пола,Непознато,24
2013,Број,CAJNICE,M,Непознато,9
2013,Број,CAJNICE,Ж,Непознато,15
2013,Број,CELINAC,Оба пола,Непознато,126
2013,Број,CELINAC,M,Непознато,54
2013,Број,CELINAC,Ж,Непознато,72
2013,Број,SAMAC,Оба пола,Непознато,185
2013,Број,SAMAC,M,Непознато,64
2013,Број,SAMAC,Ж,Непознато,121
2013,Број,SEKOVICI,Оба пола,Непознато,65
2013,Број,SEKOVICI,M,Непознато,27
2013,Број,SEKOVICI,Ж,Непознато,38
2013,Број,SIPOVO,Оба пола,Непознато,72
2013,Број,SIPOVO,M,Непознато,29
2013,Број,SIPOVO,Ж,Непознато,43
