Year,UNIT_MEASURE,Value
2018,Number,43.58
2019,Number,43.82
2020,Number,44.06
2025,Number,45.23
2030,Number,46.32
2035,Number,47.31
2040,Number,48.15
2045,Number,48.84
2050,Number,49.43
2055,Number,49.96
2060,Number,50.44
2065,Number,50.86
2070,Number,51.19
