Year,UNIT_MEASURE,Value
2005,Broj,47.3
2006,Broj,44.7
2007,Broj,53.7
2008,Broj,57.9
2009,Broj,54.7
2010,Broj,55.9
2011,Broj,59.0
2012,Broj,34.4
2013,Broj,37.2
2014,Broj,32.8
2015,Broj,33.5
2016,Broj,75.8
2017,Broj,54.4
2018,Broj,47.2
2019,Broj,46.6
