Year,UNIT_MEASURE,Value
2005,Број,9
2007,Број,5
2008,Број,4
2009,Број,5
2010,Број,15
2011,Број,25
2012,Број,12
2013,Број,9
2014,Број,15
2015,Број,8
2016,Број,7
2017,Број,11
2018,Број,12
2019,Број,9
2020,Број,1
2021,Број,0
2022,Број,11
2023,Број,14
