Year,UNIT_MEASURE,Value
2009,Broj,2062
2010,Broj,2080
2011,Broj,2087
2012,Broj,2264
2013,Broj,2394
2014,Broj,2221
2015,Broj,2468
2016,Broj,2572
2017,Broj,2688
2018,Broj,2646
2019,Broj,2771
2020,Broj,2606
2021,Broj,2607
2022,Broj,2609
2023,Broj,2672
2024,Broj,2733
