Year,UNIT_MEASURE,Administrativna oblast,Pol,Vrsta poteškoće,Value
2013,Broj,Istočni Stari Grad,Ž,Komunikacija,5
2013,Broj,Istočno Novo Sarajevo,Ukupno,Komunikacija,65
2013,Broj,Istočno Novo Sarajevo,M,Komunikacija,33
2013,Broj,Istočno Novo Sarajevo,Ž,Komunikacija,32
2013,Broj,Jezero,Ukupno,Komunikacija,14
2013,Broj,Jezero,M,Komunikacija,6
2013,Broj,Jezero,Ž,Komunikacija,8
2013,Broj,Kalinovik,Ukupno,Komunikacija,17
2013,Broj,Kalinovik,M,Komunikacija,8
2013,Broj,Kalinovik,Ž,Komunikacija,9
2013,Broj,Kneževo,Ukupno,Komunikacija,140
2013,Broj,Kneževo,M,Komunikacija,59
2013,Broj,Kneževo,Ž,Komunikacija,81
2013,Broj,Kozarska Dubica,Ukupno,Komunikacija,187
2013,Broj,Kozarska Dubica,M,Komunikacija,94
2013,Broj,Kozarska Dubica,Ž,Komunikacija,93
2013,Broj,Kostajnica,Ukupno,Komunikacija,53
2013,Broj,Kostajnica,M,Komunikacija,21
2013,Broj,Kostajnica,Ž,Komunikacija,32
2013,Broj,Kotor Varoš,Ukupno,Komunikacija,176
2013,Broj,Kotor Varoš,M,Komunikacija,84
2013,Broj,Kotor Varoš,Ž,Komunikacija,92
2013,Broj,Krupa Na Uni,Ukupno,Komunikacija,20
2013,Broj,Krupa Na Uni,M,Komunikacija,8
2013,Broj,Krupa Na Uni,Ž,Komunikacija,12
2013,Broj,Kupres,Ukupno,Komunikacija,6
2013,Broj,Kupres,M,Komunikacija,4
2013,Broj,Kupres,Ž,Komunikacija,2
2013,Broj,Laktaši,Ukupno,Komunikacija,283
2013,Broj,Laktaši,M,Komunikacija,148
2013,Broj,Laktaši,Ž,Komunikacija,135
2013,Broj,Lopare,Ukupno,Komunikacija,168
2013,Broj,Lopare,M,Komunikacija,86
2013,Broj,Lopare,Ž,Komunikacija,82
2013,Broj,Ljubinje,Ukupno,Komunikacija,31
2013,Broj,Ljubinje,M,Komunikacija,14
2013,Broj,Ljubinje,Ž,Komunikacija,17
2013,Broj,Milići,Ukupno,Komunikacija,77
2013,Broj,Milići,M,Komunikacija,27
2013,Broj,Milići,Ž,Komunikacija,50
2013,Broj,Modriča,Ukupno,Komunikacija,309
2013,Broj,Modriča,M,Komunikacija,139
2013,Broj,Modriča,Ž,Komunikacija,170
2013,Broj,Mrkonjić Grad,Ukupno,Komunikacija,176
2013,Broj,Mrkonjić Grad,M,Komunikacija,73
2013,Broj,Mrkonjić Grad,Ž,Komunikacija,103
2013,Broj,Nevesinje,Ukupno,Komunikacija,107
2013,Broj,Nevesinje,M,Komunikacija,43
2013,Broj,Nevesinje,Ž,Komunikacija,64
2013,Broj,Novi Grad,Ukupno,Komunikacija,277
2013,Broj,Novi Grad,M,Komunikacija,121
2013,Broj,Novi Grad,Ž,Komunikacija,156
2013,Broj,Novo Goražde,Ukupno,Komunikacija,18
2013,Broj,Novo Goražde,M,Komunikacija,5
2013,Broj,Novo Goražde,Ž,Komunikacija,13
2013,Broj,Osmaci,Ukupno,Komunikacija,40
2013,Broj,Osmaci,M,Komunikacija,19
2013,Broj,Osmaci,Ž,Komunikacija,21
2013,Broj,Oštra Luka,Ukupno,Komunikacija,26
2013,Broj,Oštra Luka,M,Komunikacija,10
2013,Broj,Oštra Luka,Ž,Komunikacija,16
2013,Broj,Pale,Ukupno,Komunikacija,130
2013,Broj,Pale,M,Komunikacija,59
2013,Broj,Pale,Ž,Komunikacija,71
2013,Broj,Pelagićevo,Ukupno,Komunikacija,68
2013,Broj,Pelagićevo,M,Komunikacija,33
2013,Broj,Pelagićevo,Ž,Komunikacija,35
2013,Broj,Petrovac,Ukupno,Komunikacija,1
2013,Broj,Petrovac,M,Komunikacija,0
2013,Broj,Petrovac,Ž,Komunikacija,1
2013,Broj,Petrovo,Ukupno,Komunikacija,64
2013,Broj,Petrovo,M,Komunikacija,36
2013,Broj,Petrovo,Ž,Komunikacija,28
2013,Broj,Grad Prijedor,Ukupno,Komunikacija,927
2013,Broj,Grad Prijedor,M,Komunikacija,517
2013,Broj,Grad Prijedor,Ž,Komunikacija,410
2013,Broj,Prnjavor,Ukupno,Komunikacija,320
2013,Broj,Prnjavor,M,Komunikacija,162
2013,Broj,Prnjavor,Ž,Komunikacija,158
2013,Broj,Ribnik,Ukupno,Komunikacija,91
2013,Broj,Ribnik,M,Komunikacija,45
2013,Broj,Ribnik,Ž,Komunikacija,46
2013,Broj,Rogatica,Ukupno,Komunikacija,90
2013,Broj,Rogatica,M,Komunikacija,45
2013,Broj,Rogatica,Ž,Komunikacija,45
2013,Broj,Rudo,Ukupno,Komunikacija,68
2013,Broj,Rudo,M,Komunikacija,29
2013,Broj,Rudo,Ž,Komunikacija,39
2013,Broj,Sokolac,Ukupno,Komunikacija,112
2013,Broj,Sokolac,M,Komunikacija,43
2013,Broj,Sokolac,Ž,Komunikacija,69
2013,Broj,Srbac,Ukupno,Komunikacija,171
2013,Broj,Srbac,M,Komunikacija,81
2013,Broj,Srbac,Ž,Komunikacija,90
2013,Broj,Srebrenica,Ukupno,Komunikacija,80
2013,Broj,Srebrenica,M,Komunikacija,33
2013,Broj,Srebrenica,Ž,Komunikacija,47
2013,Broj,Teslić,Ukupno,Komunikacija,387
2013,Broj,Teslić,M,Komunikacija,189
2013,Broj,Teslić,Ž,Komunikacija,198
2013,Broj,Grad Trebinje,Ukupno,Komunikacija,205
2013,Broj,Grad Trebinje,M,Komunikacija,94
2013,Broj,Grad Trebinje,Ž,Komunikacija,111
2013,Broj,Trnovo,Ukupno,Komunikacija,22
2013,Broj,Trnovo,M,Komunikacija,12
2013,Broj,Trnovo,Ž,Komunikacija,10
2013,Broj,Ugljevik,Ukupno,Komunikacija,93
2013,Broj,Ugljevik,M,Komunikacija,41
2013,Broj,Ugljevik,Ž,Komunikacija,52
2013,Broj,Foča,Ukupno,Komunikacija,170
2013,Broj,Foča,M,Komunikacija,81
2013,Broj,Foča,Ž,Komunikacija,89
2013,Broj,Han Pijesak,Ukupno,Komunikacija,36
2013,Broj,Han Pijesak,M,Komunikacija,14
2013,Broj,Han Pijesak,Ž,Komunikacija,22
2013,Broj,Čajniče,Ukupno,Komunikacija,41
2013,Broj,Čajniče,M,Komunikacija,17
2013,Broj,Čajniče,Ž,Komunikacija,24
2013,Broj,Čelinac,Ukupno,Komunikacija,163
2013,Broj,Čelinac,M,Komunikacija,72
2013,Broj,Čelinac,Ž,Komunikacija,91
2013,Broj,Šamac,Ukupno,Komunikacija,146
2013,Broj,Šamac,M,Komunikacija,71
2013,Broj,Šamac,Ž,Komunikacija,75
2013,Broj,Šekovići,Ukupno,Komunikacija,68
2013,Broj,Šekovići,M,Komunikacija,33
2013,Broj,Šekovići,Ž,Komunikacija,35
2013,Broj,Šipovo,Ukupno,Komunikacija,92
2013,Broj,Šipovo,M,Komunikacija,42
2013,Broj,Šipovo,Ž,Komunikacija,50
2013,Broj,Republika Srpska,Ukupno,Višestruke poteškoće,38298
2013,Broj,Republika Srpska,M,Višestruke poteškoće,16292
2013,Broj,Republika Srpska,Ž,Višestruke poteškoće,22006
2013,Broj,Grad Banja Luka,Ukupno,Višestruke poteškoće,4944
2013,Broj,Grad Banja Luka,M,Višestruke poteškoće,2158
2013,Broj,Grad Banja Luka,Ž,Višestruke poteškoće,2786
2013,Broj,Berkovići,Ukupno,Višestruke poteškoće,73
2013,Broj,Berkovići,M,Višestruke poteškoće,32
2013,Broj,Berkovići,Ž,Višestruke poteškoće,41
2013,Broj,Grad Bijeljina,Ukupno,Višestruke poteškoće,3094
2013,Broj,Grad Bijeljina,M,Višestruke poteškoće,1359
2013,Broj,Grad Bijeljina,Ž,Višestruke poteškoće,1735
2013,Broj,Bileća,Ukupno,Višestruke poteškoće,350
2013,Broj,Bileća,M,Višestruke poteškoće,151
2013,Broj,Bileća,Ž,Višestruke poteškoće,199
2013,Broj,Bratunac,Ukupno,Višestruke poteškoće,566
2013,Broj,Bratunac,M,Višestruke poteškoće,243
2013,Broj,Bratunac,Ž,Višestruke poteškoće,323
2013,Broj,Brod,Ukupno,Višestruke poteškoće,485
2013,Broj,Brod,M,Višestruke poteškoće,194
2013,Broj,Brod,Ž,Višestruke poteškoće,291
2013,Broj,Višegrad,Ukupno,Višestruke poteškoće,477
2013,Broj,Višegrad,M,Višestruke poteškoće,145
2013,Broj,Višegrad,Ž,Višestruke poteškoće,332
2013,Broj,Vlasenica,Ukupno,Višestruke poteškoće,305
2013,Broj,Vlasenica,M,Višestruke poteškoće,130
2013,Broj,Vlasenica,Ž,Višestruke poteškoće,175
2013,Broj,Vukosavlje,Ukupno,Višestruke poteškoće,158
2013,Broj,Vukosavlje,M,Višestruke poteškoće,77
2013,Broj,Vukosavlje,Ž,Višestruke poteškoće,81
2013,Broj,Gacko,Ukupno,Višestruke poteškoće,219
2013,Broj,Gacko,M,Višestruke poteškoće,84
2013,Broj,Gacko,Ž,Višestruke poteškoće,135
2013,Broj,Grad Gradiška,Ukupno,Višestruke poteškoće,1641
2013,Broj,Grad Gradiška,M,Višestruke poteškoće,637
2013,Broj,Grad Gradiška,Ž,Višestruke poteškoće,1004
2013,Broj,Grad Derventa,Ukupno,Višestruke poteškoće,938
2013,Broj,Grad Derventa,M,Višestruke poteškoće,385
2013,Broj,Grad Derventa,Ž,Višestruke poteškoće,553
2013,Broj,Grad Doboj,Ukupno,Višestruke poteškoće,3008
2013,Broj,Grad Doboj,M,Višestruke poteškoće,1227
2013,Broj,Grad Doboj,Ž,Višestruke poteškoće,1781
2013,Broj,Donji Žabar,Ukupno,Višestruke poteškoće,89
2013,Broj,Donji Žabar,M,Višestruke poteškoće,42
2013,Broj,Donji Žabar,Ž,Višestruke poteškoće,47
2013,Broj,Grad Zvornik,Ukupno,Višestruke poteškoće,1546
2013,Broj,Grad Zvornik,M,Višestruke poteškoće,670
2013,Broj,Grad Zvornik,Ž,Višestruke poteškoće,876
2013,Broj,Istočna Ilidža,Ukupno,Višestruke poteškoće,394
2013,Broj,Istočna Ilidža,M,Višestruke poteškoće,171
2013,Broj,Istočna Ilidža,Ž,Višestruke poteškoće,223
2013,Broj,Istočni Drvar,Ukupno,Višestruke poteškoće,4
2013,Broj,Istočni Drvar,M,Višestruke poteškoće,1
2013,Broj,Istočni Drvar,Ž,Višestruke poteškoće,3
2013,Broj,Istočni Mostar,Ukupno,Višestruke poteškoće,7
2013,Broj,Istočni Mostar,M,Višestruke poteškoće,2
2013,Broj,Istočni Mostar,Ž,Višestruke poteškoće,5
2013,Broj,Istočni Stari Grad,Ukupno,Višestruke poteškoće,32
2013,Broj,Istočni Stari Grad,M,Višestruke poteškoće,16
2013,Broj,Istočni Stari Grad,Ž,Višestruke poteškoće,16
2013,Broj,Istočno Novo Sarajevo,Ukupno,Višestruke poteškoće,206
2013,Broj,Istočno Novo Sarajevo,M,Višestruke poteškoće,87
2013,Broj,Istočno Novo Sarajevo,Ž,Višestruke poteškoće,119
2013,Broj,Jezero,Ukupno,Višestruke poteškoće,40
2013,Broj,Jezero,M,Višestruke poteškoće,17
2013,Broj,Jezero,Ž,Višestruke poteškoće,23
2013,Broj,Kalinovik,Ukupno,Višestruke poteškoće,80
2013,Broj,Kalinovik,M,Višestruke poteškoće,30
2013,Broj,Kalinovik,Ž,Višestruke poteškoće,50
2013,Broj,Kneževo,Ukupno,Višestruke poteškoće,399
2013,Broj,Kneževo,M,Višestruke poteškoće,178
2013,Broj,Kneževo,Ž,Višestruke poteškoće,221
2013,Broj,Kozarska Dubica,Ukupno,Višestruke poteškoće,741
2013,Broj,Kozarska Dubica,M,Višestruke poteškoće,302
2013,Broj,Kozarska Dubica,Ž,Višestruke poteškoće,439
2013,Broj,Kostajnica,Ukupno,Višestruke poteškoće,209
2013,Broj,Kostajnica,M,Višestruke poteškoće,93
2013,Broj,Kostajnica,Ž,Višestruke poteškoće,116
2013,Broj,Kotor Varoš,Ukupno,Višestruke poteškoće,702
2013,Broj,Kotor Varoš,M,Višestruke poteškoće,310
2013,Broj,Kotor Varoš,Ž,Višestruke poteškoće,392
2013,Broj,Krupa Na Uni,Ukupno,Višestruke poteškoće,88
2013,Broj,Krupa Na Uni,M,Višestruke poteškoće,40
2013,Broj,Krupa Na Uni,Ž,Višestruke poteškoće,48
2013,Broj,Kupres,Ukupno,Višestruke poteškoće,21
2013,Broj,Kupres,M,Višestruke poteškoće,13
2013,Broj,Kupres,Ž,Višestruke poteškoće,8
2013,Broj,Laktaši,Ukupno,Višestruke poteškoće,887
2013,Broj,Laktaši,M,Višestruke poteškoće,413
2013,Broj,Laktaši,Ž,Višestruke poteškoće,474
2013,Broj,Lopare,Ukupno,Višestruke poteškoće,583
2013,Broj,Lopare,M,Višestruke poteškoće,254
2013,Broj,Lopare,Ž,Višestruke poteškoće,329
2013,Broj,Ljubinje,Ukupno,Višestruke poteškoće,81
2013,Broj,Ljubinje,M,Višestruke poteškoće,34
2013,Broj,Ljubinje,Ž,Višestruke poteškoće,47
2013,Broj,Milići,Ukupno,Višestruke poteškoće,314
2013,Broj,Milići,M,Višestruke poteškoće,130
2013,Broj,Milići,Ž,Višestruke poteškoće,184
2013,Broj,Modriča,Ukupno,Višestruke poteškoće,927
2013,Broj,Modriča,M,Višestruke poteškoće,399
2013,Broj,Modriča,Ž,Višestruke poteškoće,528
2013,Broj,Mrkonjić Grad,Ukupno,Višestruke poteškoće,475
2013,Broj,Mrkonjić Grad,M,Višestruke poteškoće,210
2013,Broj,Mrkonjić Grad,Ž,Višestruke poteškoće,265
2013,Broj,Nevesinje,Ukupno,Višestruke poteškoće,327
2013,Broj,Nevesinje,M,Višestruke poteškoće,130
2013,Broj,Nevesinje,Ž,Višestruke poteškoće,197
2013,Broj,Novi Grad,Ukupno,Višestruke poteškoće,1049
2013,Broj,Novi Grad,M,Višestruke poteškoće,446
2013,Broj,Novi Grad,Ž,Višestruke poteškoće,603
2013,Broj,Novo Goražde,Ukupno,Višestruke poteškoće,75
2013,Broj,Novo Goražde,M,Višestruke poteškoće,28
2013,Broj,Novo Goražde,Ž,Višestruke poteškoće,47
2013,Broj,Osmaci,Ukupno,Višestruke poteškoće,189
2013,Broj,Osmaci,M,Višestruke poteškoće,79
2013,Broj,Osmaci,Ž,Višestruke poteškoće,110
2013,Broj,Oštra Luka,Ukupno,Višestruke poteškoće,132
2013,Broj,Oštra Luka,M,Višestruke poteškoće,63
2013,Broj,Oštra Luka,Ž,Višestruke poteškoće,69
2013,Broj,Pale,Ukupno,Višestruke poteškoće,446
2013,Broj,Pale,M,Višestruke poteškoće,209
2013,Broj,Pale,Ž,Višestruke poteškoće,237
2013,Broj,Pelagićevo,Ukupno,Višestruke poteškoće,268
2013,Broj,Pelagićevo,M,Višestruke poteškoće,102
2013,Broj,Pelagićevo,Ž,Višestruke poteškoće,166
2013,Broj,Petrovac,Ukupno,Višestruke poteškoće,7
2013,Broj,Petrovac,M,Višestruke poteškoće,4
2013,Broj,Petrovac,Ž,Višestruke poteškoće,3
2013,Broj,Petrovo,Ukupno,Višestruke poteškoće,378
2013,Broj,Petrovo,M,Višestruke poteškoće,156
2013,Broj,Petrovo,Ž,Višestruke poteškoće,222
2013,Broj,Grad Prijedor,Ukupno,Višestruke poteškoće,2789
2013,Broj,Grad Prijedor,M,Višestruke poteškoće,1276
2013,Broj,Grad Prijedor,Ž,Višestruke poteškoće,1513
2013,Broj,Prnjavor,Ukupno,Višestruke poteškoće,1199
2013,Broj,Prnjavor,M,Višestruke poteškoće,465
2013,Broj,Prnjavor,Ž,Višestruke poteškoće,734
2013,Broj,Ribnik,Ukupno,Višestruke poteškoće,272
2013,Broj,Ribnik,M,Višestruke poteškoće,128
2013,Broj,Ribnik,Ž,Višestruke poteškoće,144
2013,Broj,Rogatica,Ukupno,Višestruke poteškoće,407
2013,Broj,Rogatica,M,Višestruke poteškoće,164
2013,Broj,Rogatica,Ž,Višestruke poteškoće,243
2013,Broj,Rudo,Ukupno,Višestruke poteškoće,252
2013,Broj,Rudo,M,Višestruke poteškoće,104
2013,Broj,Rudo,Ž,Višestruke poteškoće,148
2013,Broj,Sokolac,Ukupno,Višestruke poteškoće,347
2013,Broj,Sokolac,M,Višestruke poteškoće,143
2013,Broj,Sokolac,Ž,Višestruke poteškoće,204
2013,Broj,Srbac,Ukupno,Višestruke poteškoće,576
2013,Broj,Srbac,M,Višestruke poteškoće,257
2013,Broj,Srbac,Ž,Višestruke poteškoće,319
2013,Broj,Srebrenica,Ukupno,Višestruke poteškoće,381
2013,Broj,Srebrenica,M,Višestruke poteškoće,144
2013,Broj,Srebrenica,Ž,Višestruke poteškoće,237
2013,Broj,Teslić,Ukupno,Višestruke poteškoće,1374
2013,Broj,Teslić,M,Višestruke poteškoće,585
2013,Broj,Teslić,Ž,Višestruke poteškoće,789
2013,Broj,Grad Trebinje,Ukupno,Višestruke poteškoće,689
2013,Broj,Grad Trebinje,M,Višestruke poteškoće,280
2013,Broj,Grad Trebinje,Ž,Višestruke poteškoće,409
2013,Broj,Trnovo,Ukupno,Višestruke poteškoće,69
2013,Broj,Trnovo,M,Višestruke poteškoće,31
2013,Broj,Trnovo,Ž,Višestruke poteškoće,38
2013,Broj,Ugljevik,Ukupno,Višestruke poteškoće,402
2013,Broj,Ugljevik,M,Višestruke poteškoće,165
2013,Broj,Ugljevik,Ž,Višestruke poteškoće,237
2013,Broj,Foča,Ukupno,Višestruke poteškoće,581
2013,Broj,Foča,M,Višestruke poteškoće,262
2013,Broj,Foča,Ž,Višestruke poteškoće,319
2013,Broj,Han Pijesak,Ukupno,Višestruke poteškoće,95
2013,Broj,Han Pijesak,M,Višestruke poteškoće,30
2013,Broj,Han Pijesak,Ž,Višestruke poteškoće,65
2013,Broj,Čajniče,Ukupno,Višestruke poteškoće,176
2013,Broj,Čajniče,M,Višestruke poteškoće,77
2013,Broj,Čajniče,Ž,Višestruke poteškoće,99
2013,Broj,Čelinac,Ukupno,Višestruke poteškoće,624
2013,Broj,Čelinac,M,Višestruke poteškoće,269
2013,Broj,Čelinac,Ž,Višestruke poteškoće,355
2013,Broj,Šamac,Ukupno,Višestruke poteškoće,567
2013,Broj,Šamac,M,Višestruke poteškoće,228
2013,Broj,Šamac,Ž,Višestruke poteškoće,339
2013,Broj,Šekovići,Ukupno,Višestruke poteškoće,222
2013,Broj,Šekovići,M,Višestruke poteškoće,101
2013,Broj,Šekovići,Ž,Višestruke poteškoće,121
2013,Broj,Šipovo,Ukupno,Višestruke poteškoće,322
2013,Broj,Šipovo,M,Višestruke poteškoće,132
2013,Broj,Šipovo,Ž,Višestruke poteškoće,190
