Year,UNIT_MEASURE,Administrativna oblast,Pol,Vrsta poteškoće,Value
2013,Broj,Republika Srpska,Ukupno,Ukupno,102262
2013,Broj,Republika Srpska,M,Ukupno,46720
2013,Broj,Republika Srpska,Ž,Ukupno,55542
2013,Broj,Grad Banja Luka,Ukupno,Ukupno,13450
2013,Broj,Grad Banja Luka,M,Ukupno,6251
2013,Broj,Grad Banja Luka,Ž,Ukupno,7199
2013,Broj,Berkovići,Ukupno,Ukupno,165
2013,Broj,Berkovići,M,Ukupno,75
2013,Broj,Berkovići,Ž,Ukupno,90
2013,Broj,Grad Bijeljina,Ukupno,Ukupno,8763
2013,Broj,Grad Bijeljina,M,Ukupno,3967
2013,Broj,Grad Bijeljina,Ž,Ukupno,4796
2013,Broj,Bileća,Ukupno,Ukupno,813
2013,Broj,Bileća,M,Ukupno,339
2013,Broj,Bileća,Ž,Ukupno,474
2013,Broj,Bratunac,Ukupno,Ukupno,1534
2013,Broj,Bratunac,M,Ukupno,688
2013,Broj,Bratunac,Ž,Ukupno,846
2013,Broj,Brod,Ukupno,Ukupno,1420
2013,Broj,Brod,M,Ukupno,658
2013,Broj,Brod,Ž,Ukupno,762
2013,Broj,Višegrad,Ukupno,Ukupno,1097
2013,Broj,Višegrad,M,Ukupno,422
2013,Broj,Višegrad,Ž,Ukupno,675
2013,Broj,Vlasenica,Ukupno,Ukupno,786
2013,Broj,Vlasenica,M,Ukupno,393
2013,Broj,Vlasenica,Ž,Ukupno,393
2013,Broj,Vukosavlje,Ukupno,Ukupno,472
2013,Broj,Vukosavlje,M,Ukupno,226
2013,Broj,Vukosavlje,Ž,Ukupno,246
2013,Broj,Gacko,Ukupno,Ukupno,597
2013,Broj,Gacko,M,Ukupno,261
2013,Broj,Gacko,Ž,Ukupno,336
2013,Broj,Grad Gradiška,Ukupno,Ukupno,4427
2013,Broj,Grad Gradiška,M,Ukupno,1965
2013,Broj,Grad Gradiška,Ž,Ukupno,2462
2013,Broj,Grad Derventa,Ukupno,Ukupno,2529
2013,Broj,Grad Derventa,M,Ukupno,1153
2013,Broj,Grad Derventa,Ž,Ukupno,1376
2013,Broj,Grad Doboj,Ukupno,Ukupno,7404
2013,Broj,Grad Doboj,M,Ukupno,3292
2013,Broj,Grad Doboj,Ž,Ukupno,4112
2013,Broj,Donji Žabar,Ukupno,Ukupno,313
2013,Broj,Donji Žabar,M,Ukupno,146
2013,Broj,Donji Žabar,Ž,Ukupno,167
2013,Broj,Grad Zvornik,Ukupno,Ukupno,4328
2013,Broj,Grad Zvornik,M,Ukupno,2027
2013,Broj,Grad Zvornik,Ž,Ukupno,2301
2013,Broj,Istočna Ilidža,Ukupno,Ukupno,1025
2013,Broj,Istočna Ilidža,M,Ukupno,464
2013,Broj,Istočna Ilidža,Ž,Ukupno,561
2013,Broj,Istočni Drvar,Ukupno,Ukupno,9
2013,Broj,Istočni Drvar,M,Ukupno,5
2013,Broj,Istočni Drvar,Ž,Ukupno,4
2013,Broj,Istočni Mostar,Ukupno,Ukupno,14
2013,Broj,Istočni Mostar,M,Ukupno,4
2013,Broj,Istočni Mostar,Ž,Ukupno,10
2013,Broj,Istočni Stari Grad,Ukupno,Ukupno,100
2013,Broj,Istočni Stari Grad,M,Ukupno,42
2013,Broj,Istočni Stari Grad,Ž,Ukupno,58
2013,Broj,Istočno Novo Sarajevo,Ukupno,Ukupno,611
2013,Broj,Istočno Novo Sarajevo,M,Ukupno,276
2013,Broj,Istočno Novo Sarajevo,Ž,Ukupno,335
2013,Broj,Jezero,Ukupno,Ukupno,80
2013,Broj,Jezero,M,Ukupno,37
2013,Broj,Jezero,Ž,Ukupno,43
2013,Broj,Kalinovik,Ukupno,Ukupno,203
2013,Broj,Kalinovik,M,Ukupno,88
2013,Broj,Kalinovik,Ž,Ukupno,115
2013,Broj,Kneževo,Ukupno,Ukupno,933
2013,Broj,Kneževo,M,Ukupno,449
2013,Broj,Kneževo,Ž,Ukupno,484
2013,Broj,Kozarska Dubica,Ukupno,Ukupno,2078
2013,Broj,Kozarska Dubica,M,Ukupno,919
2013,Broj,Kozarska Dubica,Ž,Ukupno,1159
2013,Broj,Kostajnica,Ukupno,Ukupno,475
2013,Broj,Kostajnica,M,Ukupno,216
2013,Broj,Kostajnica,Ž,Ukupno,259
2013,Broj,Kotor Varoš,Ukupno,Ukupno,1857
2013,Broj,Kotor Varoš,M,Ukupno,865
2013,Broj,Kotor Varoš,Ž,Ukupno,992
2013,Broj,Krupa Na Uni,Ukupno,Ukupno,204
2013,Broj,Krupa Na Uni,M,Ukupno,93
2013,Broj,Krupa Na Uni,Ž,Ukupno,111
2013,Broj,Kupres,Ukupno,Ukupno,49
2013,Broj,Kupres,M,Ukupno,27
2013,Broj,Kupres,Ž,Ukupno,22
2013,Broj,Laktaši,Ukupno,Ukupno,2445
2013,Broj,Laktaši,M,Ukupno,1196
2013,Broj,Laktaši,Ž,Ukupno,1249
2013,Broj,Lopare,Ukupno,Ukupno,1612
2013,Broj,Lopare,M,Ukupno,791
2013,Broj,Lopare,Ž,Ukupno,821
2013,Broj,Ljubinje,Ukupno,Ukupno,197
2013,Broj,Ljubinje,M,Ukupno,84
2013,Broj,Ljubinje,Ž,Ukupno,113
2013,Broj,Milići,Ukupno,Ukupno,860
2013,Broj,Milići,M,Ukupno,392
2013,Broj,Milići,Ž,Ukupno,468
2013,Broj,Modriča,Ukupno,Ukupno,2458
2013,Broj,Modriča,M,Ukupno,1119
2013,Broj,Modriča,Ž,Ukupno,1339
2013,Broj,Mrkonjić Grad,Ukupno,Ukupno,1300
2013,Broj,Mrkonjić Grad,M,Ukupno,602
2013,Broj,Mrkonjić Grad,Ž,Ukupno,698
2013,Broj,Nevesinje,Ukupno,Ukupno,876
2013,Broj,Nevesinje,M,Ukupno,379
2013,Broj,Nevesinje,Ž,Ukupno,497
2013,Broj,Novi Grad,Ukupno,Ukupno,2687
2013,Broj,Novi Grad,M,Ukupno,1179
2013,Broj,Novi Grad,Ž,Ukupno,1508
2013,Broj,Novo Goražde,Ukupno,Ukupno,206
2013,Broj,Novo Goražde,M,Ukupno,101
2013,Broj,Novo Goražde,Ž,Ukupno,105
2013,Broj,Osmaci,Ukupno,Ukupno,513
2013,Broj,Osmaci,M,Ukupno,234
2013,Broj,Osmaci,Ž,Ukupno,279
2013,Broj,Oštra Luka,Ukupno,Ukupno,394
2013,Broj,Oštra Luka,M,Ukupno,205
2013,Broj,Oštra Luka,Ž,Ukupno,189
2013,Broj,Pale,Ukupno,Ukupno,1289
2013,Broj,Pale,M,Ukupno,594
2013,Broj,Pale,Ž,Ukupno,695
2013,Broj,Pelagićevo,Ukupno,Ukupno,688
2013,Broj,Pelagićevo,M,Ukupno,299
2013,Broj,Pelagićevo,Ž,Ukupno,389
2013,Broj,Petrovac,Ukupno,Ukupno,16
2013,Broj,Petrovac,M,Ukupno,6
2013,Broj,Petrovac,Ž,Ukupno,10
2013,Broj,Petrovo,Ukupno,Ukupno,944
2013,Broj,Petrovo,M,Ukupno,399
2013,Broj,Petrovo,Ž,Ukupno,545
2013,Broj,Grad Prijedor,Ukupno,Ukupno,7173
2013,Broj,Grad Prijedor,M,Ukupno,3333
2013,Broj,Grad Prijedor,Ž,Ukupno,3840
2013,Broj,Prnjavor,Ukupno,Ukupno,3309
2013,Broj,Prnjavor,M,Ukupno,1497
2013,Broj,Prnjavor,Ž,Ukupno,1812
2013,Broj,Ribnik,Ukupno,Ukupno,701
2013,Broj,Ribnik,M,Ukupno,323
2013,Broj,Ribnik,Ž,Ukupno,378
2013,Broj,Rogatica,Ukupno,Ukupno,1012
2013,Broj,Rogatica,M,Ukupno,464
2013,Broj,Rogatica,Ž,Ukupno,548
2013,Broj,Rudo,Ukupno,Ukupno,596
2013,Broj,Rudo,M,Ukupno,258
2013,Broj,Rudo,Ž,Ukupno,338
2013,Broj,Sokolac,Ukupno,Ukupno,944
2013,Broj,Sokolac,M,Ukupno,422
2013,Broj,Sokolac,Ž,Ukupno,522
2013,Broj,Srbac,Ukupno,Ukupno,1526
2013,Broj,Srbac,M,Ukupno,714
2013,Broj,Srbac,Ž,Ukupno,812
2013,Broj,Srebrenica,Ukupno,Ukupno,1061
2013,Broj,Srebrenica,M,Ukupno,447
2013,Broj,Srebrenica,Ž,Ukupno,614
2013,Broj,Teslić,Ukupno,Ukupno,3562
2013,Broj,Teslić,M,Ukupno,1683
2013,Broj,Teslić,Ž,Ukupno,1879
2013,Broj,Grad Trebinje,Ukupno,Ukupno,1860
2013,Broj,Grad Trebinje,M,Ukupno,823
2013,Broj,Grad Trebinje,Ž,Ukupno,1037
2013,Broj,Trnovo,Ukupno,Ukupno,171
2013,Broj,Trnovo,M,Ukupno,70
2013,Broj,Trnovo,Ž,Ukupno,101
2013,Broj,Ugljevik,Ukupno,Ukupno,1179
2013,Broj,Ugljevik,M,Ukupno,532
2013,Broj,Ugljevik,Ž,Ukupno,647
2013,Broj,Foča,Ukupno,Ukupno,1473
2013,Broj,Foča,M,Ukupno,725
2013,Broj,Foča,Ž,Ukupno,748
2013,Broj,Han Pijesak,Ukupno,Ukupno,269
2013,Broj,Han Pijesak,M,Ukupno,99
2013,Broj,Han Pijesak,Ž,Ukupno,170
2013,Broj,Čajniče,Ukupno,Ukupno,461
2013,Broj,Čajniče,M,Ukupno,208
2013,Broj,Čajniče,Ž,Ukupno,253
2013,Broj,Čelinac,Ukupno,Ukupno,1672
2013,Broj,Čelinac,M,Ukupno,800
2013,Broj,Čelinac,Ž,Ukupno,872
2013,Broj,Šamac,Ukupno,Ukupno,1634
2013,Broj,Šamac,M,Ukupno,724
2013,Broj,Šamac,Ž,Ukupno,910
2013,Broj,Šekovići,Ukupno,Ukupno,595
2013,Broj,Šekovići,M,Ukupno,279
2013,Broj,Šekovići,Ž,Ukupno,316
2013,Broj,Šipovo,Ukupno,Ukupno,843
2013,Broj,Šipovo,M,Ukupno,391
2013,Broj,Šipovo,Ž,Ukupno,452
2013,Broj,Republika Srpska,Ukupno,Vid,43020
2013,Broj,Republika Srpska,M,Vid,18052
2013,Broj,Republika Srpska,Ž,Vid,24968
2013,Broj,Grad Banja Luka,Ukupno,Vid,5370
2013,Broj,Grad Banja Luka,M,Vid,2232
2013,Broj,Grad Banja Luka,Ž,Vid,3138
2013,Broj,Berkovići,Ukupno,Vid,73
2013,Broj,Berkovići,M,Vid,33
2013,Broj,Berkovići,Ž,Vid,40
2013,Broj,Grad Bijeljina,Ukupno,Vid,3450
2013,Broj,Grad Bijeljina,M,Vid,1424
2013,Broj,Grad Bijeljina,Ž,Vid,2026
2013,Broj,Bileća,Ukupno,Vid,375
2013,Broj,Bileća,M,Vid,159
2013,Broj,Bileća,Ž,Vid,216
2013,Broj,Bratunac,Ukupno,Vid,791
2013,Broj,Bratunac,M,Vid,328
2013,Broj,Bratunac,Ž,Vid,463
2013,Broj,Brod,Ukupno,Vid,596
2013,Broj,Brod,M,Vid,252
2013,Broj,Brod,Ž,Vid,344
2013,Broj,Višegrad,Ukupno,Vid,409
2013,Broj,Višegrad,M,Vid,162
2013,Broj,Višegrad,Ž,Vid,247
2013,Broj,Vlasenica,Ukupno,Vid,372
2013,Broj,Vlasenica,M,Vid,171
2013,Broj,Vlasenica,Ž,Vid,201
2013,Broj,Vukosavlje,Ukupno,Vid,157
2013,Broj,Vukosavlje,M,Vid,74
2013,Broj,Vukosavlje,Ž,Vid,83
2013,Broj,Gacko,Ukupno,Vid,245
2013,Broj,Gacko,M,Vid,107
2013,Broj,Gacko,Ž,Vid,138
2013,Broj,Grad Gradiška,Ukupno,Vid,1881
2013,Broj,Grad Gradiška,M,Vid,754
2013,Broj,Grad Gradiška,Ž,Vid,1127
2013,Broj,Grad Derventa,Ukupno,Vid,1172
2013,Broj,Grad Derventa,M,Vid,476
2013,Broj,Grad Derventa,Ž,Vid,696
2013,Broj,Grad Doboj,Ukupno,Vid,3265
2013,Broj,Grad Doboj,M,Vid,1332
2013,Broj,Grad Doboj,Ž,Vid,1933
2013,Broj,Donji Žabar,Ukupno,Vid,122
2013,Broj,Donji Žabar,M,Vid,50
2013,Broj,Donji Žabar,Ž,Vid,72
2013,Broj,Grad Zvornik,Ukupno,Vid,1920
2013,Broj,Grad Zvornik,M,Vid,842
2013,Broj,Grad Zvornik,Ž,Vid,1078
2013,Broj,Istočna Ilidža,Ukupno,Vid,423
2013,Broj,Istočna Ilidža,M,Vid,183
2013,Broj,Istočna Ilidža,Ž,Vid,240
2013,Broj,Istočni Drvar,Ukupno,Vid,5
2013,Broj,Istočni Drvar,M,Vid,2
2013,Broj,Istočni Drvar,Ž,Vid,3
2013,Broj,Istočni Mostar,Ukupno,Vid,9
2013,Broj,Istočni Mostar,M,Vid,3
2013,Broj,Istočni Mostar,Ž,Vid,6
2013,Broj,Istočni Stari Grad,Ukupno,Vid,49
2013,Broj,Istočni Stari Grad,M,Vid,22
2013,Broj,Istočni Stari Grad,Ž,Vid,27
2013,Broj,Istočno Novo Sarajevo,Ukupno,Vid,255
2013,Broj,Istočno Novo Sarajevo,M,Vid,90
2013,Broj,Istočno Novo Sarajevo,Ž,Vid,165
2013,Broj,Jezero,Ukupno,Vid,44
2013,Broj,Jezero,M,Vid,18
2013,Broj,Jezero,Ž,Vid,26
2013,Broj,Kalinovik,Ukupno,Vid,87
2013,Broj,Kalinovik,M,Vid,35
2013,Broj,Kalinovik,Ž,Vid,52
2013,Broj,Kneževo,Ukupno,Vid,355
2013,Broj,Kneževo,M,Vid,159
2013,Broj,Kneževo,Ž,Vid,196
2013,Broj,Kozarska Dubica,Ukupno,Vid,788
2013,Broj,Kozarska Dubica,M,Vid,329
2013,Broj,Kozarska Dubica,Ž,Vid,459
2013,Broj,Kostajnica,Ukupno,Vid,226
2013,Broj,Kostajnica,M,Vid,104
2013,Broj,Kostajnica,Ž,Vid,122
2013,Broj,Kotor Varoš,Ukupno,Vid,894
2013,Broj,Kotor Varoš,M,Vid,374
2013,Broj,Kotor Varoš,Ž,Vid,520
2013,Broj,Krupa Na Uni,Ukupno,Vid,98
2013,Broj,Krupa Na Uni,M,Vid,47
2013,Broj,Krupa Na Uni,Ž,Vid,51
2013,Broj,Kupres,Ukupno,Vid,12
2013,Broj,Kupres,M,Vid,8
2013,Broj,Kupres,Ž,Vid,4
2013,Broj,Laktaši,Ukupno,Vid,1042
2013,Broj,Laktaši,M,Vid,460
2013,Broj,Laktaši,Ž,Vid,582
2013,Broj,Lopare,Ukupno,Vid,691
2013,Broj,Lopare,M,Vid,297
2013,Broj,Lopare,Ž,Vid,394
2013,Broj,Ljubinje,Ukupno,Vid,82
2013,Broj,Ljubinje,M,Vid,36
2013,Broj,Ljubinje,Ž,Vid,46
2013,Broj,Milići,Ukupno,Vid,390
2013,Broj,Milići,M,Vid,165
2013,Broj,Milići,Ž,Vid,225
2013,Broj,Modriča,Ukupno,Vid,990
2013,Broj,Modriča,M,Vid,443
2013,Broj,Modriča,Ž,Vid,547
2013,Broj,Mrkonjić Grad,Ukupno,Vid,524
2013,Broj,Mrkonjić Grad,M,Vid,227
2013,Broj,Mrkonjić Grad,Ž,Vid,297
2013,Broj,Nevesinje,Ukupno,Vid,401
2013,Broj,Nevesinje,M,Vid,187
2013,Broj,Nevesinje,Ž,Vid,214
2013,Broj,Novi Grad,Ukupno,Vid,1236
2013,Broj,Novi Grad,M,Vid,483
2013,Broj,Novi Grad,Ž,Vid,753
2013,Broj,Novo Goražde,Ukupno,Vid,86
2013,Broj,Novo Goražde,M,Vid,35
2013,Broj,Novo Goražde,Ž,Vid,51
2013,Broj,Osmaci,Ukupno,Vid,243
2013,Broj,Osmaci,M,Vid,102
2013,Broj,Osmaci,Ž,Vid,141
2013,Broj,Oštra Luka,Ukupno,Vid,176
2013,Broj,Oštra Luka,M,Vid,88
2013,Broj,Oštra Luka,Ž,Vid,88
2013,Broj,Pale,Ukupno,Vid,492
2013,Broj,Pale,M,Vid,213
2013,Broj,Pale,Ž,Vid,279
2013,Broj,Pelagićevo,Ukupno,Vid,310
2013,Broj,Pelagićevo,M,Vid,132
2013,Broj,Pelagićevo,Ž,Vid,178
2013,Broj,Petrovac,Ukupno,Vid,6
2013,Broj,Petrovac,M,Vid,2
2013,Broj,Petrovac,Ž,Vid,4
2013,Broj,Petrovo,Ukupno,Vid,433
2013,Broj,Petrovo,M,Vid,178
2013,Broj,Petrovo,Ž,Vid,255
2013,Broj,Grad Prijedor,Ukupno,Vid,2857
2013,Broj,Grad Prijedor,M,Vid,1209
2013,Broj,Grad Prijedor,Ž,Vid,1648
2013,Broj,Prnjavor,Ukupno,Vid,1364
2013,Broj,Prnjavor,M,Vid,564
2013,Broj,Prnjavor,Ž,Vid,800
2013,Broj,Ribnik,Ukupno,Vid,293
2013,Broj,Ribnik,M,Vid,137
2013,Broj,Ribnik,Ž,Vid,156
2013,Broj,Rogatica,Ukupno,Vid,418
2013,Broj,Rogatica,M,Vid,174
2013,Broj,Rogatica,Ž,Vid,244
2013,Broj,Rudo,Ukupno,Vid,231
2013,Broj,Rudo,M,Vid,98
2013,Broj,Rudo,Ž,Vid,133
2013,Broj,Sokolac,Ukupno,Vid,368
2013,Broj,Sokolac,M,Vid,161
2013,Broj,Sokolac,Ž,Vid,207
2013,Broj,Srbac,Ukupno,Vid,684
2013,Broj,Srbac,M,Vid,291
2013,Broj,Srbac,Ž,Vid,393
2013,Broj,Srebrenica,Ukupno,Vid,487
2013,Broj,Srebrenica,M,Vid,176
2013,Broj,Srebrenica,Ž,Vid,311
2013,Broj,Teslić,Ukupno,Vid,1451
2013,Broj,Teslić,M,Vid,633
2013,Broj,Teslić,Ž,Vid,818
2013,Broj,Grad Trebinje,Ukupno,Vid,736
2013,Broj,Grad Trebinje,M,Vid,297
2013,Broj,Grad Trebinje,Ž,Vid,439
2013,Broj,Trnovo,Ukupno,Vid,62
2013,Broj,Trnovo,M,Vid,25
2013,Broj,Trnovo,Ž,Vid,37
2013,Broj,Ugljevik,Ukupno,Vid,488
2013,Broj,Ugljevik,M,Vid,202
2013,Broj,Ugljevik,Ž,Vid,286
2013,Broj,Foča,Ukupno,Vid,605
2013,Broj,Foča,M,Vid,263
2013,Broj,Foča,Ž,Vid,342
2013,Broj,Han Pijesak,Ukupno,Vid,102
2013,Broj,Han Pijesak,M,Vid,36
2013,Broj,Han Pijesak,Ž,Vid,66
2013,Broj,Čajniče,Ukupno,Vid,219
2013,Broj,Čajniče,M,Vid,93
2013,Broj,Čajniče,Ž,Vid,126
2013,Broj,Čelinac,Ukupno,Vid,752
2013,Broj,Čelinac,M,Vid,313
2013,Broj,Čelinac,Ž,Vid,439
2013,Broj,Šamac,Ukupno,Vid,679
2013,Broj,Šamac,M,Vid,277
2013,Broj,Šamac,Ž,Vid,402
2013,Broj,Šekovići,Ukupno,Vid,307
2013,Broj,Šekovići,M,Vid,130
2013,Broj,Šekovići,Ž,Vid,177
2013,Broj,Šipovo,Ukupno,Vid,372
2013,Broj,Šipovo,M,Vid,155
2013,Broj,Šipovo,Ž,Vid,217
2013,Broj,Republika Srpska,Ukupno,Sluh,26055
2013,Broj,Republika Srpska,M,Sluh,12971
2013,Broj,Republika Srpska,Ž,Sluh,13084
2013,Broj,Grad Banja Luka,Ukupno,Sluh,3262
2013,Broj,Grad Banja Luka,M,Sluh,1678
2013,Broj,Grad Banja Luka,Ž,Sluh,1584
2013,Broj,Berkovići,Ukupno,Sluh,48
2013,Broj,Berkovići,M,Sluh,28
2013,Broj,Berkovići,Ž,Sluh,20
2013,Broj,Grad Bijeljina,Ukupno,Sluh,2026
2013,Broj,Grad Bijeljina,M,Sluh,1028
2013,Broj,Grad Bijeljina,Ž,Sluh,998
2013,Broj,Bileća,Ukupno,Sluh,240
2013,Broj,Bileća,M,Sluh,122
2013,Broj,Bileća,Ž,Sluh,118
2013,Broj,Bratunac,Ukupno,Sluh,420
2013,Broj,Bratunac,M,Sluh,196
2013,Broj,Bratunac,Ž,Sluh,224
2013,Broj,Brod,Ukupno,Sluh,322
2013,Broj,Brod,M,Sluh,168
2013,Broj,Brod,Ž,Sluh,154
2013,Broj,Višegrad,Ukupno,Sluh,276
2013,Broj,Višegrad,M,Sluh,128
2013,Broj,Višegrad,Ž,Sluh,148
2013,Broj,Vlasenica,Ukupno,Sluh,236
2013,Broj,Vlasenica,M,Sluh,117
2013,Broj,Vlasenica,Ž,Sluh,119
2013,Broj,Vukosavlje,Ukupno,Sluh,107
2013,Broj,Vukosavlje,M,Sluh,49
2013,Broj,Vukosavlje,Ž,Sluh,58
2013,Broj,Gacko,Ukupno,Sluh,172
2013,Broj,Gacko,M,Sluh,80
2013,Broj,Gacko,Ž,Sluh,92
2013,Broj,Grad Gradiška,Ukupno,Sluh,1110
2013,Broj,Grad Gradiška,M,Sluh,525
2013,Broj,Grad Gradiška,Ž,Sluh,585
2013,Broj,Grad Derventa,Ukupno,Sluh,655
2013,Broj,Grad Derventa,M,Sluh,320
2013,Broj,Grad Derventa,Ž,Sluh,335
2013,Broj,Grad Doboj,Ukupno,Sluh,1902
2013,Broj,Grad Doboj,M,Sluh,925
2013,Broj,Grad Doboj,Ž,Sluh,977
2013,Broj,Donji Žabar,Ukupno,Sluh,81
2013,Broj,Donji Žabar,M,Sluh,50
2013,Broj,Donji Žabar,Ž,Sluh,31
2013,Broj,Grad Zvornik,Ukupno,Sluh,1157
2013,Broj,Grad Zvornik,M,Sluh,580
2013,Broj,Grad Zvornik,Ž,Sluh,577
2013,Broj,Istočna Ilidža,Ukupno,Sluh,267
2013,Broj,Istočna Ilidža,M,Sluh,123
2013,Broj,Istočna Ilidža,Ž,Sluh,144
2013,Broj,Istočni Drvar,Ukupno,Sluh,4
2013,Broj,Istočni Drvar,M,Sluh,1
2013,Broj,Istočni Drvar,Ž,Sluh,3
2013,Broj,Istočni Mostar,Ukupno,Sluh,7
2013,Broj,Istočni Mostar,M,Sluh,1
2013,Broj,Istočni Mostar,Ž,Sluh,6
2013,Broj,Istočni Stari Grad,Ukupno,Sluh,29
2013,Broj,Istočni Stari Grad,M,Sluh,15
2013,Broj,Istočni Stari Grad,Ž,Sluh,14
2013,Broj,Istočno Novo Sarajevo,Ukupno,Sluh,153
2013,Broj,Istočno Novo Sarajevo,M,Sluh,76
2013,Broj,Istočno Novo Sarajevo,Ž,Sluh,77
2013,Broj,Jezero,Ukupno,Sluh,34
2013,Broj,Jezero,M,Sluh,18
2013,Broj,Jezero,Ž,Sluh,16
2013,Broj,Kalinovik,Ukupno,Sluh,56
2013,Broj,Kalinovik,M,Sluh,25
2013,Broj,Kalinovik,Ž,Sluh,31
2013,Broj,Kneževo,Ukupno,Sluh,251
2013,Broj,Kneževo,M,Sluh,127
2013,Broj,Kneževo,Ž,Sluh,124
2013,Broj,Kozarska Dubica,Ukupno,Sluh,490
2013,Broj,Kozarska Dubica,M,Sluh,237
2013,Broj,Kozarska Dubica,Ž,Sluh,253
2013,Broj,Kostajnica,Ukupno,Sluh,123
2013,Broj,Kostajnica,M,Sluh,65
2013,Broj,Kostajnica,Ž,Sluh,58
2013,Broj,Kotor Varoš,Ukupno,Sluh,485
2013,Broj,Kotor Varoš,M,Sluh,244
2013,Broj,Kotor Varoš,Ž,Sluh,241
2013,Broj,Krupa Na Uni,Ukupno,Sluh,59
2013,Broj,Krupa Na Uni,M,Sluh,36
2013,Broj,Krupa Na Uni,Ž,Sluh,23
2013,Broj,Kupres,Ukupno,Sluh,14
2013,Broj,Kupres,M,Sluh,10
2013,Broj,Kupres,Ž,Sluh,4
2013,Broj,Laktaši,Ukupno,Sluh,610
2013,Broj,Laktaši,M,Sluh,322
2013,Broj,Laktaši,Ž,Sluh,288
2013,Broj,Lopare,Ukupno,Sluh,400
2013,Broj,Lopare,M,Sluh,187
2013,Broj,Lopare,Ž,Sluh,213
2013,Broj,Ljubinje,Ukupno,Sluh,68
2013,Broj,Ljubinje,M,Sluh,33
2013,Broj,Ljubinje,Ž,Sluh,35
2013,Broj,Milići,Ukupno,Sluh,209
2013,Broj,Milići,M,Sluh,98
2013,Broj,Milići,Ž,Sluh,111
2013,Broj,Modriča,Ukupno,Sluh,623
2013,Broj,Modriča,M,Sluh,318
2013,Broj,Modriča,Ž,Sluh,305
2013,Broj,Mrkonjić Grad,Ukupno,Sluh,388
2013,Broj,Mrkonjić Grad,M,Sluh,188
2013,Broj,Mrkonjić Grad,Ž,Sluh,200
2013,Broj,Nevesinje,Ukupno,Sluh,254
2013,Broj,Nevesinje,M,Sluh,119
2013,Broj,Nevesinje,Ž,Sluh,135
2013,Broj,Novi Grad,Ukupno,Sluh,706
2013,Broj,Novi Grad,M,Sluh,334
2013,Broj,Novi Grad,Ž,Sluh,372
2013,Broj,Novo Goražde,Ukupno,Sluh,57
2013,Broj,Novo Goražde,M,Sluh,31
2013,Broj,Novo Goražde,Ž,Sluh,26
2013,Broj,Osmaci,Ukupno,Sluh,144
2013,Broj,Osmaci,M,Sluh,71
2013,Broj,Osmaci,Ž,Sluh,73
2013,Broj,Oštra Luka,Ukupno,Sluh,97
2013,Broj,Oštra Luka,M,Sluh,65
2013,Broj,Oštra Luka,Ž,Sluh,32
2013,Broj,Pale,Ukupno,Sluh,318
2013,Broj,Pale,M,Sluh,164
2013,Broj,Pale,Ž,Sluh,154
2013,Broj,Pelagićevo,Ukupno,Sluh,167
2013,Broj,Pelagićevo,M,Sluh,74
2013,Broj,Pelagićevo,Ž,Sluh,93
2013,Broj,Petrovac,Ukupno,Sluh,4
2013,Broj,Petrovac,M,Sluh,1
2013,Broj,Petrovac,Ž,Sluh,3
2013,Broj,Petrovo,Ukupno,Sluh,257
2013,Broj,Petrovo,M,Sluh,134
2013,Broj,Petrovo,Ž,Sluh,123
2013,Broj,Grad Prijedor,Ukupno,Sluh,1805
2013,Broj,Grad Prijedor,M,Sluh,944
2013,Broj,Grad Prijedor,Ž,Sluh,861
2013,Broj,Prnjavor,Ukupno,Sluh,812
2013,Broj,Prnjavor,M,Sluh,383
2013,Broj,Prnjavor,Ž,Sluh,429
2013,Broj,Ribnik,Ukupno,Sluh,199
2013,Broj,Ribnik,M,Sluh,97
2013,Broj,Ribnik,Ž,Sluh,102
2013,Broj,Rogatica,Ukupno,Sluh,307
2013,Broj,Rogatica,M,Sluh,150
2013,Broj,Rogatica,Ž,Sluh,157
2013,Broj,Rudo,Ukupno,Sluh,169
2013,Broj,Rudo,M,Sluh,83
2013,Broj,Rudo,Ž,Sluh,86
2013,Broj,Sokolac,Ukupno,Sluh,257
2013,Broj,Sokolac,M,Sluh,121
2013,Broj,Sokolac,Ž,Sluh,136
2013,Broj,Srbac,Ukupno,Sluh,423
2013,Broj,Srbac,M,Sluh,212
2013,Broj,Srbac,Ž,Sluh,211
2013,Broj,Srebrenica,Ukupno,Sluh,229
2013,Broj,Srebrenica,M,Sluh,109
2013,Broj,Srebrenica,Ž,Sluh,120
2013,Broj,Teslić,Ukupno,Sluh,881
2013,Broj,Teslić,M,Sluh,435
2013,Broj,Teslić,Ž,Sluh,446
2013,Broj,Grad Trebinje,Ukupno,Sluh,461
2013,Broj,Grad Trebinje,M,Sluh,227
2013,Broj,Grad Trebinje,Ž,Sluh,234
2013,Broj,Trnovo,Ukupno,Sluh,46
2013,Broj,Trnovo,M,Sluh,22
2013,Broj,Trnovo,Ž,Sluh,24
2013,Broj,Ugljevik,Ukupno,Sluh,257
2013,Broj,Ugljevik,M,Sluh,117
2013,Broj,Ugljevik,Ž,Sluh,140
2013,Broj,Foča,Ukupno,Sluh,430
2013,Broj,Foča,M,Sluh,216
2013,Broj,Foča,Ž,Sluh,214
2013,Broj,Han Pijesak,Ukupno,Sluh,68
2013,Broj,Han Pijesak,M,Sluh,28
2013,Broj,Han Pijesak,Ž,Sluh,40
