Year,Value,UNIT_MEASURE
2005,351,NUMBER
2006,331,NUMBER
2007,397,NUMBER
2008,427,NUMBER
2009,403,NUMBER
2010,411,NUMBER
2011,433,NUMBER
2012,457,NUMBER
2013,485,NUMBER
2014,439,NUMBER
2015,458,NUMBER
2016,449,NUMBER
2017,543,NUMBER
2018,540,NUMBER
2019,543,NUMBER
2020,416,NUMBER
2021,512,NUMBER
2022,595,NUMBER
