Year,Value,UNIT_MEASURE
2009,194,NUMBER
2010,205,NUMBER
2011,218,NUMBER
2012,227,NUMBER
2013,252,NUMBER
2014,238,NUMBER
2015,264,NUMBER
2016,272,NUMBER
2017,288,NUMBER
2018,277,NUMBER
2019,299,NUMBER
2020,284,NUMBER
2021,281,NUMBER
2022,286,NUMBER
2023,287,NUMBER
2024,296,NUMBER
