Year,Value,UNIT_MEASURE
2003,-2.1,promil
2004,-2.1,promil
2005,-2.9,promil
2006,-2.3,promil
2007,-3.4,promil
2008,-2.8,promil
2009,-2.7,promil
2010,-2.9,promil
2011,-3.5,promil
2012,-3.3,promil
2013,-3.8,promil
2014,-4.3,promil
2015,-4.9,promil
2016,-3.9,promil
2017,-4.6,promil
2018,-4.6,promil
2019,-5.1,promil
2020,-6.5,promil
2021,-8.6,promil
