Year,Value,UNIT_MEASURE
1999,147,NUMBER
2000,143,NUMBER
2001,145,NUMBER
2002,150,NUMBER
2003,151,NUMBER
2004,154,NUMBER
2005,128,NUMBER
2006,133,NUMBER
2007,138,NUMBER
2008,142,NUMBER
2009,146,NUMBER
2010,152,NUMBER
2011,160,NUMBER
2012,165,NUMBER
2013,171,NUMBER
2014,174,NUMBER
2015,214,NUMBER
2016,219,NUMBER
2017,219,NUMBER
2018,225,NUMBER
