Year,Value,UNIT_MEASURE
2003,23.7,Age
2004,24.6,Age
2005,24.9,Age
2006,25.0,Age
2007,25.0,Age
2008,25.4,Age
2009,25.6,Age
2010,25.9,Age
2011,26.3,Age
2012,26.4,Age
2013,26.7,Age
2014,26.9,Age
2015,27.2,Age
2016,26.9,Age
2017,27.3,Age
2018,27.6,Age
2019,27.8,Age
2020,27.9,Age
2021,28.2,Age
2022,27.7,Age
2023,28.1,Age
2024,28.2,Age
