Year,Value,UNIT_MEASURE
2005,9,NUMBER
2007,5,NUMBER
2008,4,NUMBER
2009,5,NUMBER
2010,15,NUMBER
2011,25,NUMBER
2012,12,NUMBER
2013,9,NUMBER
2014,15,NUMBER
2015,8,NUMBER
2016,7,NUMBER
2017,11,NUMBER
2018,12,NUMBER
2019,9,NUMBER
2020,1,NUMBER
2021,0,NUMBER
2022,11,NUMBER
2023,14,NUMBER
2024,13,NUMBER
