Year,Value,UNIT_MEASURE
2007,125,NUMBER
2008,160,NUMBER
2009,196,NUMBER
2010,215,NUMBER
2011,230,NUMBER
2012,245,NUMBER
2013,260,NUMBER
2014,258,NUMBER
2015,278,NUMBER
2016,310,NUMBER
2017,316,NUMBER
2018,323,NUMBER
2019,307,NUMBER
2020,335,NUMBER
2021,343,NUMBER
2022,320,NUMBER
