Year,Value,UNIT_MEASURE
1997,5,NUMBER
1998,19,NUMBER
1999,6,NUMBER
2000,0,NUMBER
2001,5,NUMBER
2002,4,NUMBER
2003,4,NUMBER
2004,1,NUMBER
2005,0,NUMBER
2006,5,NUMBER
2007,1,NUMBER
2008,0,NUMBER
2009,4,NUMBER
2010,4,NUMBER
2011,5,NUMBER
2012,8,NUMBER
2013,8,NUMBER
2014,2,NUMBER
2015,2,NUMBER
2016,7,NUMBER
2017,5,NUMBER
2018,5,NUMBER
