Year,Value,UNIT_MEASURE
2005,3,NUMBER
2007,3,NUMBER
2008,4,NUMBER
2009,5,NUMBER
2010,4,NUMBER
2011,2,NUMBER
2012,4,NUMBER
2013,3,NUMBER
2014,1,NUMBER
2015,0,NUMBER
2016,3,NUMBER
2017,1,NUMBER
2018,8,NUMBER
2019,3,NUMBER
2020,0,NUMBER
2021,1,NUMBER
