Year,Value,UNIT_MEASURE
2005,19.1,NUMBER
2006,18.8,NUMBER
2007,24.9,NUMBER
2008,26.4,NUMBER
2009,26.1,NUMBER
2010,37.1,NUMBER
2011,24.0,NUMBER
2012,24.8,NUMBER
2013,16.8,NUMBER
2014,18.6,NUMBER
2015,22.9,NUMBER
2016,32.4,NUMBER
2017,22.7,NUMBER
2018,23.3,NUMBER
2019,23.9,NUMBER
2020,17.7,NUMBER
