Year,Value,UNIT_MEASURE
2007,9,NUMBER
2008,11,NUMBER
2009,14,NUMBER
2010,15,NUMBER
2011,16,NUMBER
2012,17,NUMBER
2013,18,NUMBER
2014,18,NUMBER
2015,20,NUMBER
2016,27,NUMBER
2017,28,NUMBER
2018,28,NUMBER
2019,27,NUMBER
2020,29,NUMBER
2021,30,NUMBER
2022,28,NUMBER
2023,30,NUMBER
2024,30,NUMBER
