Year,Value,UNIT_MEASURE
2018,43.58,NUMBER
2019,43.82,NUMBER
2020,44.06,NUMBER
2025,45.23,NUMBER
2030,46.32,NUMBER
2035,47.31,NUMBER
2040,48.15,NUMBER
2045,48.84,NUMBER
2050,49.43,NUMBER
2055,49.96,NUMBER
2060,50.44,NUMBER
2065,50.86,NUMBER
2070,51.19,NUMBER
