Year,Value,UNIT_MEASURE
2007,1340,NUMBER
2008,1377,NUMBER
2009,1414,NUMBER
2010,1467,NUMBER
2011,1521,NUMBER
2012,1577,NUMBER
2013,1624,NUMBER
2014,1658,NUMBER
2015,1734,NUMBER
2016,1801,NUMBER
2017,1721,NUMBER
2018,1847,NUMBER
2019,1852,NUMBER
2020,1859,NUMBER
2021,1827,NUMBER
2022,1849,NUMBER
2023,1831,NUMBER
2024,1848,NUMBER
