Year,Value,UNIT_MEASURE
2009,2062,NUMBER
2010,2080,NUMBER
2011,2087,NUMBER
2012,2264,NUMBER
2013,2394,NUMBER
2014,2221,NUMBER
2015,2468,NUMBER
2016,2572,NUMBER
2017,2688,NUMBER
2018,2646,NUMBER
2019,2771,NUMBER
2020,2606,NUMBER
2021,2607,NUMBER
