Year,Value,UNIT_MEASURE
2003,744,NUMBER
2004,637,NUMBER
2005,721,NUMBER
2006,526,NUMBER
2007,596,NUMBER
2008,317,NUMBER
2009,455,NUMBER
2010,517,NUMBER
2011,886,NUMBER
2012,878,NUMBER
2013,1052,NUMBER
2014,1106,NUMBER
2015,1143,NUMBER
2016,1025,NUMBER
2017,985,NUMBER
2018,963,NUMBER
2019,920,NUMBER
2020,948,NUMBER
2021,1017,NUMBER
2022,965,NUMBER
2023,974,NUMBER
