Year,Value,UNIT_MEASURE
2003,6769,NUMBER
2004,7143,NUMBER
2005,6810,NUMBER
2006,6860,NUMBER
2007,7093,NUMBER
2008,6401,NUMBER
2009,6131,NUMBER
2010,5767,NUMBER
2011,5802,NUMBER
2012,5326,NUMBER
2013,5467,NUMBER
2014,5823,NUMBER
2015,5895,NUMBER
2016,5563,NUMBER
2017,5954,NUMBER
2018,5966,NUMBER
2019,5822,NUMBER
2020,4168,NUMBER
2021,5530,NUMBER
2022,5527,NUMBER
2023,5471,NUMBER
